question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
"Was T.R. Malthus correct in concluding that population growth will outstrip food production growth?
","No, technological and institutional innovations have permitted food supplies to more than keep pace with population growth.","Yes, it is only because of widespread famines that population has not overwhelmed food supplies altogether.","No, but it is only because of the introduction of genetically modified food that supplies have kept pace with population growth.","No, but supplies are not likely to keep pace with population growth over the next 10 years.",A,nutrition,"Was T.R. Malthus correct in concluding that population growth will outstrip food production growth?

(A) No, technological and institutional innovations have permitted food supplies to more than keep pace with population growth.
(B) Yes, it is only because of widespread famines that population has not overwhelmed food supplies altogether.
(C) No, but it is only because of the introduction of genetically modified food that supplies have kept pace with population growth.
(D) No, but supplies are not likely to keep pace with population growth over the next 10 years.
Answer: (","Which is the most possible answer?
(A) No, technological and institutional innovations have permitted food supplies to more than keep pace with population growth.
(B) Yes, it is only because of widespread famines that population has not overwhelmed food supplies altogether.
(C) No, but it is only because of the introduction of genetically modified food that supplies have kept pace with population growth.
(D) No, but supplies are not likely to keep pace with population growth over the next 10 years.
Answer: (",32,"[33, 34, 35]"
"What are histones?
",Lipids,Carbohydrates,Nucleotides,Proteins,D,nutrition,"What are histones?

(A) Lipids
(B) Carbohydrates
(C) Nucleotides
(D) Proteins
Answer: (","Which is the most possible answer?
(A) Lipids
(B) Carbohydrates
(C) Nucleotides
(D) Proteins
Answer: (",35,"[32, 33, 34]"
"Which of the following statements about methods of evaluating protein quality in human nutrition is correct?
","The rat protein efficiency ratio assay, (PER), is a good method of assessing protein quality for human nutrition.","The rat net protein-utilisation assay, (NPU), is the best method of assessing protein quality for human nutrition.",Animal growth assays underestimate the quality of dietary proteins for human nutrition,The growing rat is a good model for assessing protein quality in human nutrition.,C,nutrition,"Which of the following statements about methods of evaluating protein quality in human nutrition is correct?

(A) The rat protein efficiency ratio assay, (PER), is a good method of assessing protein quality for human nutrition.
(B) The rat net protein-utilisation assay, (NPU), is the best method of assessing protein quality for human nutrition.
(C) Animal growth assays underestimate the quality of dietary proteins for human nutrition
(D) The growing rat is a good model for assessing protein quality in human nutrition.
Answer: (","Which is the most possible answer?
(A) The rat protein efficiency ratio assay, (PER), is a good method of assessing protein quality for human nutrition.
(B) The rat net protein-utilisation assay, (NPU), is the best method of assessing protein quality for human nutrition.
(C) Animal growth assays underestimate the quality of dietary proteins for human nutrition
(D) The growing rat is a good model for assessing protein quality in human nutrition.
Answer: (",34,"[32, 33, 35]"
"Alcohol is a major risk factor for cancer development. Which alcohol metabolite plays a prominent role in cancer development?
",fatty acid ethyl esters (FAEE),acetate,acetaldehyde,alcohol,C,nutrition,"Alcohol is a major risk factor for cancer development. Which alcohol metabolite plays a prominent role in cancer development?

(A) fatty acid ethyl esters (FAEE)
(B) acetate
(C) acetaldehyde
(D) alcohol
Answer: (","Which is the most possible answer?
(A) fatty acid ethyl esters (FAEE)
(B) acetate
(C) acetaldehyde
(D) alcohol
Answer: (",34,"[32, 33, 35]"
"The body mass index (BMI) of vegetarians differs on average from meat-eaters by how much?
",3 units of BMI,0.5 units of BMI,1 unit of BMI,2 units of BMI,C,nutrition,"The body mass index (BMI) of vegetarians differs on average from meat-eaters by how much?

(A) 3 units of BMI
(B) 0.5 units of BMI
(C) 1 unit of BMI
(D) 2 units of BMI
Answer: (","Which is the most possible answer?
(A) 3 units of BMI
(B) 0.5 units of BMI
(C) 1 unit of BMI
(D) 2 units of BMI
Answer: (",34,"[32, 33, 35]"
"Which of the following statements about the diets and nutritional status of older people is correct?
",Reports suggest that older people consume less than the recommended contribution of fat to energy intake.,Multiple micronutrient deficiencies are widespread in older people in high-income countries.,Older people generally have a lower energy intake than younger adults.,There is little variation in the dietary intake between older people.,C,nutrition,"Which of the following statements about the diets and nutritional status of older people is correct?

(A) Reports suggest that older people consume less than the recommended contribution of fat to energy intake.
(B) Multiple micronutrient deficiencies are widespread in older people in high-income countries.
(C) Older people generally have a lower energy intake than younger adults.
(D) There is little variation in the dietary intake between older people.
Answer: (","Which is the most possible answer?
(A) Reports suggest that older people consume less than the recommended contribution of fat to energy intake.
(B) Multiple micronutrient deficiencies are widespread in older people in high-income countries.
(C) Older people generally have a lower energy intake than younger adults.
(D) There is little variation in the dietary intake between older people.
Answer: (",34,"[32, 33, 35]"
"Cholesterol and fatty acids absorbed from the intestinal lumen are packaged into which types of lipoproteins and secreted from the enterocytes into the lymph?
",Chylomicrons and HDL,Chylomicrons and VLDL,HDL and LDL,VLDL and HDL,A,nutrition,"Cholesterol and fatty acids absorbed from the intestinal lumen are packaged into which types of lipoproteins and secreted from the enterocytes into the lymph?

(A) Chylomicrons and HDL
(B) Chylomicrons and VLDL
(C) HDL and LDL
(D) VLDL and HDL
Answer: (","Which is the most possible answer?
(A) Chylomicrons and HDL
(B) Chylomicrons and VLDL
(C) HDL and LDL
(D) VLDL and HDL
Answer: (",32,"[33, 34, 35]"
"Which of the following vitamins is involved in one-carbon metabolism?
",Folate,Riboflavin,Thiamin,Vitamin C,A,nutrition,"Which of the following vitamins is involved in one-carbon metabolism?

(A) Folate
(B) Riboflavin
(C) Thiamin
(D) Vitamin C
Answer: (","Which is the most possible answer?
(A) Folate
(B) Riboflavin
(C) Thiamin
(D) Vitamin C
Answer: (",32,"[33, 34, 35]"
"Which of the following is not a beneficial effect of exercise in people with diabetes:
",Reduction of triglycerides,Hypoglycaemia,increase of insulin sensitivity,help controlling hypertension,B,nutrition,"Which of the following is not a beneficial effect of exercise in people with diabetes:

(A) Reduction of triglycerides
(B) Hypoglycaemia
(C) increase of insulin sensitivity
(D) help controlling hypertension
Answer: (","Which is the most possible answer?
(A) Reduction of triglycerides
(B) Hypoglycaemia
(C) increase of insulin sensitivity
(D) help controlling hypertension
Answer: (",33,"[32, 34, 35]"
"Which of the following cannot be a substrate for gluconeogenesis?
",Glutamic acid,Aspartic acid,Palmitic acid,Galactose,C,nutrition,"Which of the following cannot be a substrate for gluconeogenesis?

(A) Glutamic acid
(B) Aspartic acid
(C) Palmitic acid
(D) Galactose
Answer: (","Which is the most possible answer?
(A) Glutamic acid
(B) Aspartic acid
(C) Palmitic acid
(D) Galactose
Answer: (",34,"[32, 33, 35]"
"The intake of which minerals is not affected by high intakes of foods containing phytic acid?
",Calcium,Potassium,Zinc,Iron,B,nutrition,"The intake of which minerals is not affected by high intakes of foods containing phytic acid?

(A) Calcium
(B) Potassium
(C) Zinc
(D) Iron
Answer: (","Which is the most possible answer?
(A) Calcium
(B) Potassium
(C) Zinc
(D) Iron
Answer: (",33,"[32, 34, 35]"
"The pathogenesis of hyperglycemia in type 2 diabetes includes all the following mechanisms except for:
",Increased glucose production by the liver,Impaired insulin secretion,Decreased glucose uptake from the skeletal muscle,All of the options given are correct,D,nutrition,"The pathogenesis of hyperglycemia in type 2 diabetes includes all the following mechanisms except for:

(A) Increased glucose production by the liver
(B) Impaired insulin secretion
(C) Decreased glucose uptake from the skeletal muscle
(D) All of the options given are correct
Answer: (","Which is the most possible answer?
(A) Increased glucose production by the liver
(B) Impaired insulin secretion
(C) Decreased glucose uptake from the skeletal muscle
(D) All of the options given are correct
Answer: (",35,"[32, 33, 34]"
"Inviduals suffering from inhalant allergies may also react to cross- reacting food allergens. A person suffering from a natural latex allergy might not react to one of the following allergens
",avocado,mango,peach,figs,D,nutrition,"Inviduals suffering from inhalant allergies may also react to cross- reacting food allergens. A person suffering from a natural latex allergy might not react to one of the following allergens

(A) avocado
(B) mango
(C) peach
(D) figs
Answer: (","Which is the most possible answer?
(A) avocado
(B) mango
(C) peach
(D) figs
Answer: (",35,"[32, 33, 34]"
"Which of the following methods is recommended to screen for malnutrition on admission to hospital?
",A 7-day food diary,The MUST tool,Serum albumin concentration,Demi-span,B,nutrition,"Which of the following methods is recommended to screen for malnutrition on admission to hospital?

(A) A 7-day food diary
(B) The MUST tool
(C) Serum albumin concentration
(D) Demi-span
Answer: (","Which is the most possible answer?
(A) A 7-day food diary
(B) The MUST tool
(C) Serum albumin concentration
(D) Demi-span
Answer: (",33,"[32, 34, 35]"
"Which of the following in not a zinc-dependent enzyme?
",Superoxide dismutase,Alkaline phosphatase,Glutathione peroxidase,DNA polymerase,C,nutrition,"Which of the following in not a zinc-dependent enzyme?

(A) Superoxide dismutase
(B) Alkaline phosphatase
(C) Glutathione peroxidase
(D) DNA polymerase
Answer: (","Which is the most possible answer?
(A) Superoxide dismutase
(B) Alkaline phosphatase
(C) Glutathione peroxidase
(D) DNA polymerase
Answer: (",34,"[32, 33, 35]"
"Which of the following statements about the protein requirement is correct
",The protein requirement is equal to the demand multiplied by the efficiency of utilization.,The protein requirement is equal to the demand divided by the efficiency of utilization.,The protein requirement can be less than the demand.,The protein requirement is always the same as the demand.,B,nutrition,"Which of the following statements about the protein requirement is correct

(A) The protein requirement is equal to the demand multiplied by the efficiency of utilization.
(B) The protein requirement is equal to the demand divided by the efficiency of utilization.
(C) The protein requirement can be less than the demand.
(D) The protein requirement is always the same as the demand.
Answer: (","Which is the most possible answer?
(A) The protein requirement is equal to the demand multiplied by the efficiency of utilization.
(B) The protein requirement is equal to the demand divided by the efficiency of utilization.
(C) The protein requirement can be less than the demand.
(D) The protein requirement is always the same as the demand.
Answer: (",33,"[32, 34, 35]"
"What dietary pattern shows most promise in preventing age related cognitive decline
",The Western diet,The Mediterranean diet,Neither,Both,B,nutrition,"What dietary pattern shows most promise in preventing age related cognitive decline

(A) The Western diet
(B) The Mediterranean diet
(C) Neither
(D) Both
Answer: (","Which is the most possible answer?
(A) The Western diet
(B) The Mediterranean diet
(C) Neither
(D) Both
Answer: (",33,"[32, 34, 35]"
"What enzyme is responsible for copying methylation marks from the parental to the daughter strand of DNA during replication?
",DNMT1,DNMT3a,DNMT3b,DNMT3L,A,nutrition,"What enzyme is responsible for copying methylation marks from the parental to the daughter strand of DNA during replication?

(A) DNMT1
(B) DNMT3a
(C) DNMT3b
(D) DNMT3L
Answer: (","Which is the most possible answer?
(A) DNMT1
(B) DNMT3a
(C) DNMT3b
(D) DNMT3L
Answer: (",32,"[33, 34, 35]"
"What is the worldwide prevalence of obesity?
",11%,13%,15%,39%,B,nutrition,"What is the worldwide prevalence of obesity?

(A) 11%
(B) 13%
(C) 15%
(D) 39%
Answer: (","Which is the most possible answer?
(A) 11%
(B) 13%
(C) 15%
(D) 39%
Answer: (",33,"[32, 34, 35]"
"Lactose
",Is always the cause of milk intolerance,Cannot be digested in the human gut,Intolerance is present in up to 20% of the population,Is excluded on a low FODMAP diet,D,nutrition,"Lactose

(A) Is always the cause of milk intolerance
(B) Cannot be digested in the human gut
(C) Intolerance is present in up to 20% of the population
(D) Is excluded on a low FODMAP diet
Answer: (","Which is the most possible answer?
(A) Is always the cause of milk intolerance
(B) Cannot be digested in the human gut
(C) Intolerance is present in up to 20% of the population
(D) Is excluded on a low FODMAP diet
Answer: (",35,"[32, 33, 34]"
"How many stages within the food supply chain can food availability and consumption be measured?
",10,5,2,4,B,nutrition,"How many stages within the food supply chain can food availability and consumption be measured?

(A) 10
(B) 5
(C) 2
(D) 4
Answer: (","Which is the most possible answer?
(A) 10
(B) 5
(C) 2
(D) 4
Answer: (",33,"[32, 34, 35]"
"Which of the following is a function of folate?
",Synthesis of TMP (thymidine monophosphate),Decarboxylation of amino acids to form amine neurotransmitters,Synthesis of methionine from homocysteine,Carboxylation of pyruvate to oxaloacetate,A,nutrition,"Which of the following is a function of folate?

(A) Synthesis of TMP (thymidine monophosphate)
(B) Decarboxylation of amino acids to form amine neurotransmitters
(C) Synthesis of methionine from homocysteine
(D) Carboxylation of pyruvate to oxaloacetate
Answer: (","Which is the most possible answer?
(A) Synthesis of TMP (thymidine monophosphate)
(B) Decarboxylation of amino acids to form amine neurotransmitters
(C) Synthesis of methionine from homocysteine
(D) Carboxylation of pyruvate to oxaloacetate
Answer: (",32,"[33, 34, 35]"
"The vitamins which are lost most readily during cooking are:
",vitamin E and niacin,vitamin D and vitamin E,riboflavin and vitamin C,vitamin C and thiamin,D,nutrition,"The vitamins which are lost most readily during cooking are:

(A) vitamin E and niacin
(B) vitamin D and vitamin E
(C) riboflavin and vitamin C
(D) vitamin C and thiamin
Answer: (","Which is the most possible answer?
(A) vitamin E and niacin
(B) vitamin D and vitamin E
(C) riboflavin and vitamin C
(D) vitamin C and thiamin
Answer: (",35,"[32, 33, 34]"
"Doses of substances used in animal toxicity studies are usually many times greater than those experienced by people because:
",Animals are generally much less sensitive than people,Such tests can detect only very large risks because of the fact that only small numbers of animals can be used,It is difficult in such studies to determine whether the observed toxic effects were caused by the substance,It is the only way to ensure results are applicable to people,B,nutrition,"Doses of substances used in animal toxicity studies are usually many times greater than those experienced by people because:

(A) Animals are generally much less sensitive than people
(B) Such tests can detect only very large risks because of the fact that only small numbers of animals can be used
(C) It is difficult in such studies to determine whether the observed toxic effects were caused by the substance
(D) It is the only way to ensure results are applicable to people
Answer: (","Which is the most possible answer?
(A) Animals are generally much less sensitive than people
(B) Such tests can detect only very large risks because of the fact that only small numbers of animals can be used
(C) It is difficult in such studies to determine whether the observed toxic effects were caused by the substance
(D) It is the only way to ensure results are applicable to people
Answer: (",33,"[32, 34, 35]"
"Risk management for chemical contaminants of food generally relies on:
",Banning of the contaminant from food,Allowing levels of contamination based on what manufacturers believe is achievable,Banning any food found to contain detectable amounts of the contaminants,Prohibiting the introduction into commerce food containing contaminants at levels greater than a specified level (a risk-based MRL or tolerance),D,nutrition,"Risk management for chemical contaminants of food generally relies on:

(A) Banning of the contaminant from food
(B) Allowing levels of contamination based on what manufacturers believe is achievable
(C) Banning any food found to contain detectable amounts of the contaminants
(D) Prohibiting the introduction into commerce food containing contaminants at levels greater than a specified level (a risk-based MRL or tolerance)
Answer: (","Which is the most possible answer?
(A) Banning of the contaminant from food
(B) Allowing levels of contamination based on what manufacturers believe is achievable
(C) Banning any food found to contain detectable amounts of the contaminants
(D) Prohibiting the introduction into commerce food containing contaminants at levels greater than a specified level (a risk-based MRL or tolerance)
Answer: (",35,"[32, 33, 34]"
"The effects of iron on certain aspects of socio-emotional development (shyness, orientation/engagement and response to unfamiliar pictures) is due to:
",The role of iron in myelination,The role of iron in neurochemistry,The role of iron in dopamine production,None of the above,C,nutrition,"The effects of iron on certain aspects of socio-emotional development (shyness, orientation/engagement and response to unfamiliar pictures) is due to:

(A) The role of iron in myelination
(B) The role of iron in neurochemistry
(C) The role of iron in dopamine production
(D) None of the above
Answer: (","Which is the most possible answer?
(A) The role of iron in myelination
(B) The role of iron in neurochemistry
(C) The role of iron in dopamine production
(D) None of the above
Answer: (",34,"[32, 33, 35]"
"Insulin deficiency is associated with
",Reduced lipolysis,Increased ketogenesis,Reduced gluconeogenesis,Reduced proteolysis,B,nutrition,"Insulin deficiency is associated with

(A) Reduced lipolysis
(B) Increased ketogenesis
(C) Reduced gluconeogenesis
(D) Reduced proteolysis
Answer: (","Which is the most possible answer?
(A) Reduced lipolysis
(B) Increased ketogenesis
(C) Reduced gluconeogenesis
(D) Reduced proteolysis
Answer: (",33,"[32, 34, 35]"
"Which of the following vitamins provides the coenzyme for reduction reactions in fatty acid synthesis?
",Folate,Niacin,Riboflavin,Vitamin B6,B,nutrition,"Which of the following vitamins provides the coenzyme for reduction reactions in fatty acid synthesis?

(A) Folate
(B) Niacin
(C) Riboflavin
(D) Vitamin B6
Answer: (","Which is the most possible answer?
(A) Folate
(B) Niacin
(C) Riboflavin
(D) Vitamin B6
Answer: (",33,"[32, 34, 35]"
"On an average daily basis, the gross energy intake of a healthy woman is 9279 kJ, the energy content of her faeces and urine are 647 kJ and 318 kJ, respectively. Her average daily digestible energy intake and metabolisable energy intake would be, respectively,:
",647 kJ and 318 kJ,9279-318 kJ and 9279-647 kJ,9279+318 kJ and 9279+647 kJ,9279-647 kJ and 9279-(647+318) kJ,D,nutrition,"On an average daily basis, the gross energy intake of a healthy woman is 9279 kJ, the energy content of her faeces and urine are 647 kJ and 318 kJ, respectively. Her average daily digestible energy intake and metabolisable energy intake would be, respectively,:

(A) 647 kJ and 318 kJ
(B) 9279-318 kJ and 9279-647 kJ
(C) 9279+318 kJ and 9279+647 kJ
(D) 9279-647 kJ and 9279-(647+318) kJ
Answer: (","Which is the most possible answer?
(A) 647 kJ and 318 kJ
(B) 9279-318 kJ and 9279-647 kJ
(C) 9279+318 kJ and 9279+647 kJ
(D) 9279-647 kJ and 9279-(647+318) kJ
Answer: (",35,"[32, 33, 34]"
"When epidemiologists judge the evidence to establish possible causes of a health outcome, they consider
",The estimated strength of the association between an exposure and the outcome.,Evidence that the exposure of interest has appeared before the outcome.,Evidence showing that reductions in the exposure level will reverse the risk of the outcome.,All of the options given.,D,nutrition,"When epidemiologists judge the evidence to establish possible causes of a health outcome, they consider

(A) The estimated strength of the association between an exposure and the outcome.
(B) Evidence that the exposure of interest has appeared before the outcome.
(C) Evidence showing that reductions in the exposure level will reverse the risk of the outcome.
(D) All of the options given.
Answer: (","Which is the most possible answer?
(A) The estimated strength of the association between an exposure and the outcome.
(B) Evidence that the exposure of interest has appeared before the outcome.
(C) Evidence showing that reductions in the exposure level will reverse the risk of the outcome.
(D) All of the options given.
Answer: (",35,"[32, 33, 34]"
"Women who are planning a pregnancy are recommended to take a supplement of 400ìg folic acid/ day before and until the end of the first trimester of pregnancy. What effect does such supplementation have on methylation of the imprinted gene IGF2 in the resulting children?
",No effect.,Methylation of IGF2 is increased.,Methylation of IGF2 is decreased.,The effect depends on whether the child is male or female.,B,nutrition,"Women who are planning a pregnancy are recommended to take a supplement of 400ìg folic acid/ day before and until the end of the first trimester of pregnancy. What effect does such supplementation have on methylation of the imprinted gene IGF2 in the resulting children?

(A) No effect.
(B) Methylation of IGF2 is increased.
(C) Methylation of IGF2 is decreased.
(D) The effect depends on whether the child is male or female.
Answer: (","Which is the most possible answer?
(A) No effect.
(B) Methylation of IGF2 is increased.
(C) Methylation of IGF2 is decreased.
(D) The effect depends on whether the child is male or female.
Answer: (",33,"[32, 34, 35]"
"Occasionally infants are born without a normally functioning immune system. What are the signs most suggestive of a severe combined immunodeficiency?
",Recurrent severe infections,Family history of unexplained death in infancy,Generalised spread of the Tuberculosis strain BCG after vaccination,All of the options given are correct,D,nutrition,"Occasionally infants are born without a normally functioning immune system. What are the signs most suggestive of a severe combined immunodeficiency?

(A) Recurrent severe infections
(B) Family history of unexplained death in infancy
(C) Generalised spread of the Tuberculosis strain BCG after vaccination
(D) All of the options given are correct
Answer: (","Which is the most possible answer?
(A) Recurrent severe infections
(B) Family history of unexplained death in infancy
(C) Generalised spread of the Tuberculosis strain BCG after vaccination
(D) All of the options given are correct
Answer: (",35,"[32, 33, 34]"
"Fibre supplements
",May be helpful in diverticular disease,Are always easily fermented by colonic bacteria,Are usually derived from soluble fibre sources,Should be avoided in constipation,A,nutrition,"Fibre supplements

(A) May be helpful in diverticular disease
(B) Are always easily fermented by colonic bacteria
(C) Are usually derived from soluble fibre sources
(D) Should be avoided in constipation
Answer: (","Which is the most possible answer?
(A) May be helpful in diverticular disease
(B) Are always easily fermented by colonic bacteria
(C) Are usually derived from soluble fibre sources
(D) Should be avoided in constipation
Answer: (",32,"[33, 34, 35]"
"Which life-style factors do not confound the interpretation of the health of vegetarians compared with meat-eaters?
",Smoking habit,Social class/position,Physical activity,Age,D,nutrition,"Which life-style factors do not confound the interpretation of the health of vegetarians compared with meat-eaters?

(A) Smoking habit
(B) Social class/position
(C) Physical activity
(D) Age
Answer: (","Which is the most possible answer?
(A) Smoking habit
(B) Social class/position
(C) Physical activity
(D) Age
Answer: (",35,"[32, 33, 34]"
"Which of the following has not at one point in the past few decades been considered as a cause of the oedema of kwashiorkor?
",Altered composition of intestinal bacteria,Low intake of antioxidant nutrients,Sudden weaning from the breast,Iron deficiency,D,nutrition,"Which of the following has not at one point in the past few decades been considered as a cause of the oedema of kwashiorkor?

(A) Altered composition of intestinal bacteria
(B) Low intake of antioxidant nutrients
(C) Sudden weaning from the breast
(D) Iron deficiency
Answer: (","Which is the most possible answer?
(A) Altered composition of intestinal bacteria
(B) Low intake of antioxidant nutrients
(C) Sudden weaning from the breast
(D) Iron deficiency
Answer: (",35,"[32, 33, 34]"
"Which of the following is not a non-coding RNA?
",mRNA,tRNA,rRNA,miRNA,A,nutrition,"Which of the following is not a non-coding RNA?

(A) mRNA
(B) tRNA
(C) rRNA
(D) miRNA
Answer: (","Which is the most possible answer?
(A) mRNA
(B) tRNA
(C) rRNA
(D) miRNA
Answer: (",32,"[33, 34, 35]"
"More and more detrimental effects of malnutrition during childhood and adult life have been identified. The effects of over nutrition e.g. overweight and obesity are less well known. Overweight and obesity are associated with which of the following
",Cardiovascular disease,Breast cancer,Type 2 diabetes (maturity onset),all of the options given are correct,D,nutrition,"More and more detrimental effects of malnutrition during childhood and adult life have been identified. The effects of over nutrition e.g. overweight and obesity are less well known. Overweight and obesity are associated with which of the following

(A) Cardiovascular disease
(B) Breast cancer
(C) Type 2 diabetes (maturity onset)
(D) all of the options given are correct
Answer: (","Which is the most possible answer?
(A) Cardiovascular disease
(B) Breast cancer
(C) Type 2 diabetes (maturity onset)
(D) all of the options given are correct
Answer: (",35,"[32, 33, 34]"
"After consumption of a mixed meal, a complex cascade of events takes place that integrates fat metabolism at the whole body level. Which of the following is correct?
",Consumption of a meal leads to suppression of lipase activity within adipose tissue leading to a decrease in plasma NEFA concentrations,Adipose tissue lipoprotein lipase is activated by insulin and therefore is most active following meal consumption,During the postprandial period the VLDL synthesis pathway is suppressed in favour of hydrolysis of chylomicrons,All options given are correct,D,nutrition,"After consumption of a mixed meal, a complex cascade of events takes place that integrates fat metabolism at the whole body level. Which of the following is correct?

(A) Consumption of a meal leads to suppression of lipase activity within adipose tissue leading to a decrease in plasma NEFA concentrations
(B) Adipose tissue lipoprotein lipase is activated by insulin and therefore is most active following meal consumption
(C) During the postprandial period the VLDL synthesis pathway is suppressed in favour of hydrolysis of chylomicrons
(D) All options given are correct
Answer: (","Which is the most possible answer?
(A) Consumption of a meal leads to suppression of lipase activity within adipose tissue leading to a decrease in plasma NEFA concentrations
(B) Adipose tissue lipoprotein lipase is activated by insulin and therefore is most active following meal consumption
(C) During the postprandial period the VLDL synthesis pathway is suppressed in favour of hydrolysis of chylomicrons
(D) All options given are correct
Answer: (",35,"[32, 33, 34]"
"What difference will urbanisation make for hunger and malnutrition?
",No significant difference; low-income urban and rural people face similar constraints in accessing food and consume similar diets in developing countries.,It will reduce poverty and hunger because these are almost entirely concentrated in rural areas.,"Urban dwellers depend more than rural people on purchases to acquire food, have little opportunity to grow their own food, and so are much more vulnerable to food price increases.","Poor city folk eat mainly sorghum, millet, maize and root crops, so a lot more of those foods will need to be produced as the world urbanises.",C,nutrition,"What difference will urbanisation make for hunger and malnutrition?

(A) No significant difference; low-income urban and rural people face similar constraints in accessing food and consume similar diets in developing countries.
(B) It will reduce poverty and hunger because these are almost entirely concentrated in rural areas.
(C) Urban dwellers depend more than rural people on purchases to acquire food, have little opportunity to grow their own food, and so are much more vulnerable to food price increases.
(D) Poor city folk eat mainly sorghum, millet, maize and root crops, so a lot more of those foods will need to be produced as the world urbanises.
Answer: (","Which is the most possible answer?
(A) No significant difference; low-income urban and rural people face similar constraints in accessing food and consume similar diets in developing countries.
(B) It will reduce poverty and hunger because these are almost entirely concentrated in rural areas.
(C) Urban dwellers depend more than rural people on purchases to acquire food, have little opportunity to grow their own food, and so are much more vulnerable to food price increases.
(D) Poor city folk eat mainly sorghum, millet, maize and root crops, so a lot more of those foods will need to be produced as the world urbanises.
Answer: (",34,"[32, 33, 35]"
"Which membrane fatty acids are precursors for eicosanoids?
",C20 and C22 saturated fatty acids,C18 and C22 polyunsaturated fatty acids,C20 and C22 monounsaturated fatty acids,C20 and C22 polyunsaturated fatty acids,D,nutrition,"Which membrane fatty acids are precursors for eicosanoids?

(A) C20 and C22 saturated fatty acids
(B) C18 and C22 polyunsaturated fatty acids
(C) C20 and C22 monounsaturated fatty acids
(D) C20 and C22 polyunsaturated fatty acids
Answer: (","Which is the most possible answer?
(A) C20 and C22 saturated fatty acids
(B) C18 and C22 polyunsaturated fatty acids
(C) C20 and C22 monounsaturated fatty acids
(D) C20 and C22 polyunsaturated fatty acids
Answer: (",35,"[32, 33, 34]"
"Under conditions of metabolic or other stress, which of the following amino acids generally regarded as being dispensable may be required in greater amount than can readily be synthesised in the body?
",Glutamate,Alanine,Aspartate,Glycine,D,nutrition,"Under conditions of metabolic or other stress, which of the following amino acids generally regarded as being dispensable may be required in greater amount than can readily be synthesised in the body?

(A) Glutamate
(B) Alanine
(C) Aspartate
(D) Glycine
Answer: (","Which is the most possible answer?
(A) Glutamate
(B) Alanine
(C) Aspartate
(D) Glycine
Answer: (",35,"[32, 33, 34]"
"The most direct method for measuring body composition is:
",underwater weighing,Skinfold test,Body mass index,weight,A,nutrition,"The most direct method for measuring body composition is:

(A) underwater weighing
(B) Skinfold test
(C) Body mass index
(D) weight
Answer: (","Which is the most possible answer?
(A) underwater weighing
(B) Skinfold test
(C) Body mass index
(D) weight
Answer: (",32,"[33, 34, 35]"
"What type of diet is recommended for weight maintenance?
",Low protein and low GI,High protein and high GI,Low protein and high GI,High protein and low GI,D,nutrition,"What type of diet is recommended for weight maintenance?

(A) Low protein and low GI
(B) High protein and high GI
(C) Low protein and high GI
(D) High protein and low GI
Answer: (","Which is the most possible answer?
(A) Low protein and low GI
(B) High protein and high GI
(C) Low protein and high GI
(D) High protein and low GI
Answer: (",35,"[32, 33, 34]"
"The Worldwide HIV/AIDS campaigns have made significant progress over the last years. The HIV infection rates in Europe
",Have been significantly decreasing,Have been unchanged,Have been increasing,Are unknown,B,nutrition,"The Worldwide HIV/AIDS campaigns have made significant progress over the last years. The HIV infection rates in Europe

(A) Have been significantly decreasing
(B) Have been unchanged
(C) Have been increasing
(D) Are unknown
Answer: (","Which is the most possible answer?
(A) Have been significantly decreasing
(B) Have been unchanged
(C) Have been increasing
(D) Are unknown
Answer: (",33,"[32, 34, 35]"
"For certain micronutrients, 'biochemical functional indices' have been developed, to assess the adequacy of one or more biochemical pathways that respond predictably to changes in status of that specific micronutrient. One example is serum methylmalonic acid as a biochemical functional index for vitamin B12 status. What is the primary aim of such biochemical functional index measurements?
",To achieve a better estimate of the dietary intake of the micronutrient.,"To overcome interference, eg by acute phase-linked effects.","To correct for nutrient losses, e.g. through urinary excretion.","To provide an additional status estimate that can probe critical tissue adequacy, and hence the risk of consequent clinical disease or physiological malfunction.",D,nutrition,"For certain micronutrients, 'biochemical functional indices' have been developed, to assess the adequacy of one or more biochemical pathways that respond predictably to changes in status of that specific micronutrient. One example is serum methylmalonic acid as a biochemical functional index for vitamin B12 status. What is the primary aim of such biochemical functional index measurements?

(A) To achieve a better estimate of the dietary intake of the micronutrient.
(B) To overcome interference, eg by acute phase-linked effects.
(C) To correct for nutrient losses, e.g. through urinary excretion.
(D) To provide an additional status estimate that can probe critical tissue adequacy, and hence the risk of consequent clinical disease or physiological malfunction.
Answer: (","Which is the most possible answer?
(A) To achieve a better estimate of the dietary intake of the micronutrient.
(B) To overcome interference, eg by acute phase-linked effects.
(C) To correct for nutrient losses, e.g. through urinary excretion.
(D) To provide an additional status estimate that can probe critical tissue adequacy, and hence the risk of consequent clinical disease or physiological malfunction.
Answer: (",35,"[32, 33, 34]"
"In terms of price per calorie, which of the following foods is the cheapest and most nutritious?
",Apple,Slice of bread,Cheese burger,Broccoli,C,nutrition,"In terms of price per calorie, which of the following foods is the cheapest and most nutritious?

(A) Apple
(B) Slice of bread
(C) Cheese burger
(D) Broccoli
Answer: (","Which is the most possible answer?
(A) Apple
(B) Slice of bread
(C) Cheese burger
(D) Broccoli
Answer: (",34,"[32, 33, 35]"
