clean,corrupted,label,incorrect_label
"[5147, 2053, 9472, 3418, 1648, 7716, 3063, 3628, 1199, 5451, 6706, 3834, 4312, 5975, 5670, 6533, 9328, 1338, 2295, 5124, 5147, 2053, 9472, 3418, 1648, 7716, 3063, 3628, 1199, 5451, 6706, 3834, 4312, 5975, 5670, 6533, 9328, 1338, 2295]","[1199, 7716, 3628, 3063, 5451, 5975, 6706, 4312, 5670, 5147, 5451, 9328, 9472, 2053, 3834, 1648, 6533, 3418, 1338, 2295, 5147, 2053, 9472, 3418, 1648, 7716, 3063, 3628, 1199, 5451, 6706, 3834, 4312, 5975, 5670, 6533, 9328, 1338, 5124]",5124,"[9472, 2053, 6533, 5147, 7716, 5670, 3628, 1199, 6706, 3063, 1338, 5451, 5975, 4312, 3418, 1648, 9328, 2295, 3834]"
"[9959, 6850, 5010, 7344, 6525, 1481, 2772, 8913, 6014, 2649, 3056, 1015, 9737, 7777, 1703, 5911, 5796, 7386, 6089, 3576, 9959, 6850, 5010, 7344, 6525, 1481, 2772, 8913, 6014, 2649, 3056, 1015, 9737, 7777, 1703, 5911, 5796, 7386, 6089]","[7344, 5010, 5911, 7777, 5796, 9737, 6014, 1481, 9959, 6525, 5911, 6089, 8913, 7386, 1015, 1703, 2649, 3056, 6850, 2772, 9959, 6850, 5010, 7344, 6525, 1481, 2772, 8913, 6014, 2649, 3056, 1015, 9737, 7777, 1703, 5911, 5796, 7386, 3576]",3576,"[9737, 5010, 5911, 5796, 1703, 7344, 6850, 1481, 6089, 8913, 2772, 2649, 7386, 7777, 9959, 3056, 1015, 6525, 6014]"
"[6575, 5259, 5803, 3386, 4781, 8785, 9963, 1151, 2063, 7636, 3860, 7859, 7834, 2214, 4930, 9284, 4676, 1426, 3664, 2712, 6575, 5259, 5803, 3386, 4781, 8785, 9963, 1151, 2063, 7636, 3860, 7859, 7834, 2214, 4930, 9284, 4676, 1426, 3664]","[9284, 1426, 2214, 5803, 3860, 4781, 1151, 3664, 8785, 9963, 4930, 6575, 7834, 2063, 7636, 7859, 3386, 5259, 7834, 4676, 6575, 5259, 5803, 3386, 4781, 8785, 9963, 1151, 2063, 7636, 3860, 7859, 7834, 2214, 4930, 9284, 4676, 1426, 2712]",2712,"[5259, 2063, 1426, 3860, 7834, 2214, 5803, 4781, 6575, 7859, 3386, 4930, 9284, 4676, 3664, 8785, 7636, 9963, 1151]"
"[9593, 5594, 5660, 2631, 2743, 4982, 4167, 4280, 9618, 8421, 1748, 1050, 6483, 7938, 8579, 9988, 4521, 2869, 8406, 5946, 9593, 5594, 5660, 2631, 2743, 4982, 4167, 4280, 9618, 8421, 1748, 1050, 6483, 7938, 8579, 9988, 4521, 2869, 8406]","[4167, 8579, 4982, 9618, 8421, 4280, 4521, 5594, 9593, 9988, 2869, 4982, 6483, 7938, 8406, 5660, 2631, 1748, 2743, 1050, 9593, 5594, 5660, 2631, 2743, 4982, 4167, 4280, 9618, 8421, 1748, 1050, 6483, 7938, 8579, 9988, 4521, 2869, 5946]",5946,"[7938, 8579, 9988, 9618, 1050, 5660, 4521, 2869, 2743, 4280, 2631, 4167, 6483, 1748, 8406, 5594, 8421, 4982, 9593]"
"[4399, 9108, 6258, 8167, 7072, 1804, 6311, 3829, 8869, 5109, 4625, 2197, 8858, 8627, 2974, 4595, 6573, 6398, 8756, 1286, 4399, 9108, 6258, 8167, 7072, 1804, 6311, 3829, 8869, 5109, 4625, 2197, 8858, 8627, 2974, 4595, 6573, 6398, 8756]","[1804, 4399, 4625, 5109, 8167, 8869, 6398, 3829, 9108, 6573, 3829, 8627, 6311, 6258, 8756, 2974, 8858, 4595, 2197, 7072, 4399, 9108, 6258, 8167, 7072, 1804, 6311, 3829, 8869, 5109, 4625, 2197, 8858, 8627, 2974, 4595, 6573, 6398, 1286]",1286,"[1804, 4625, 9108, 2197, 8858, 2974, 7072, 8869, 6311, 6573, 4399, 8627, 8756, 8167, 6258, 4595, 3829, 5109, 6398]"
"[1395, 8958, 9307, 3759, 3127, 5191, 1341, 8904, 5447, 8018, 3009, 2026, 1893, 2618, 4246, 6263, 9129, 1196, 6773, 9885, 1395, 8958, 9307, 3759, 3127, 5191, 1341, 8904, 5447, 8018, 3009, 2026, 1893, 2618, 4246, 6263, 9129, 1196, 6773]","[9129, 3009, 5447, 1395, 1196, 8018, 1341, 2618, 2026, 4246, 3127, 1893, 6773, 8958, 3759, 5191, 8904, 1893, 6263, 9307, 1395, 8958, 9307, 3759, 3127, 5191, 1341, 8904, 5447, 8018, 3009, 2026, 1893, 2618, 4246, 6263, 9129, 1196, 9885]",9885,"[4246, 9129, 1196, 3759, 3127, 2618, 1341, 3009, 5191, 8904, 5447, 8018, 9307, 1893, 2026, 1395, 6773, 6263, 8958]"
"[6983, 4898, 6355, 9161, 6370, 5996, 9727, 6958, 3336, 2447, 3975, 4868, 9024, 2388, 3776, 8232, 4913, 4997, 2393, 8061, 6983, 4898, 6355, 9161, 6370, 5996, 9727, 6958, 3336, 2447, 3975, 4868, 9024, 2388, 3776, 8232, 4913, 4997, 2393]","[3336, 8232, 4997, 6958, 3776, 4898, 6355, 2388, 6370, 6983, 9161, 3975, 9727, 5996, 4913, 3336, 2393, 4868, 2447, 9024, 6983, 4898, 6355, 9161, 6370, 5996, 9727, 6958, 3336, 2447, 3975, 4868, 9024, 2388, 3776, 8232, 4913, 4997, 8061]",8061,"[4868, 4997, 3975, 3336, 2447, 4898, 8232, 6958, 4913, 9024, 3776, 6983, 9161, 6355, 2388, 2393, 6370, 5996, 9727]"
"[9386, 7100, 7172, 2038, 8787, 7692, 1047, 8719, 5474, 4057, 2353, 1076, 2415, 8994, 2395, 6716, 7039, 5016, 5354, 7892, 9386, 7100, 7172, 2038, 8787, 7692, 1047, 8719, 5474, 4057, 2353, 1076, 2415, 8994, 2395, 6716, 7039, 5016, 5354]","[4057, 2395, 7692, 5474, 7039, 8994, 8787, 8994, 1047, 5016, 7100, 6716, 2353, 2038, 9386, 5354, 8719, 7172, 1076, 2415, 9386, 7100, 7172, 2038, 8787, 7692, 1047, 8719, 5474, 4057, 2353, 1076, 2415, 8994, 2395, 6716, 7039, 5016, 7892]",7892,"[7172, 7692, 8719, 1047, 5016, 8994, 9386, 2353, 1076, 7100, 6716, 8787, 4057, 2395, 5474, 5354, 2415, 2038, 7039]"
"[2354, 3760, 7843, 7315, 1338, 6548, 4498, 2470, 9221, 3362, 6589, 6617, 8234, 6923, 5903, 9976, 5525, 2151, 6585, 2292, 2354, 3760, 7843, 7315, 1338, 6548, 4498, 2470, 9221, 3362, 6589, 6617, 8234, 6923, 5903, 9976, 5525, 2151, 6585]","[6589, 7843, 8234, 6617, 6923, 6548, 5903, 6585, 7315, 3362, 2354, 4498, 9976, 2470, 7315, 5525, 2151, 9221, 1338, 3760, 2354, 3760, 7843, 7315, 1338, 6548, 4498, 2470, 9221, 3362, 6589, 6617, 8234, 6923, 5903, 9976, 5525, 2151, 2292]",2292,"[9221, 6923, 5903, 4498, 7315, 6548, 5525, 3362, 7843, 2470, 8234, 3760, 2354, 6585, 1338, 6589, 6617, 2151, 9976]"
"[9157, 2503, 8379, 4788, 1472, 6889, 1056, 1038, 4433, 8000, 5970, 2012, 2647, 8519, 3757, 2258, 6585, 2064, 2718, 2768, 9157, 2503, 8379, 4788, 1472, 6889, 1056, 1038, 4433, 8000, 5970, 2012, 2647, 8519, 3757, 2258, 6585, 2064, 2718]","[9157, 4788, 8519, 2503, 6889, 1472, 2012, 3757, 2258, 8000, 4433, 6889, 6585, 1038, 2718, 5970, 1056, 2647, 8379, 2064, 9157, 2503, 8379, 4788, 1472, 6889, 1056, 1038, 4433, 8000, 5970, 2012, 2647, 8519, 3757, 2258, 6585, 2064, 2768]",2768,"[1038, 2064, 2718, 1056, 3757, 4788, 6585, 8379, 1472, 8000, 9157, 2503, 8519, 4433, 5970, 2258, 2647, 2012, 6889]"
"[1836, 8205, 3232, 6798, 3729, 7606, 8490, 6312, 5420, 9952, 4481, 6161, 9795, 2664, 2099, 7082, 1908, 5255, 2248, 2714, 1836, 8205, 3232, 6798, 3729, 7606, 8490, 6312, 5420, 9952, 4481, 6161, 9795, 2664, 2099, 7082, 1908, 5255, 2248]","[2248, 6798, 7082, 7606, 8490, 8205, 3232, 1908, 3729, 6798, 1836, 5420, 2099, 5255, 2664, 6312, 6161, 9952, 9795, 4481, 1836, 8205, 3232, 6798, 3729, 7606, 8490, 6312, 5420, 9952, 4481, 6161, 9795, 2664, 2099, 7082, 1908, 5255, 2714]",2714,"[4481, 5255, 8205, 6798, 3729, 6161, 3232, 6312, 8490, 7082, 1836, 5420, 2099, 7606, 9795, 2248, 9952, 2664, 1908]"
"[5685, 8184, 1933, 3962, 8135, 4186, 9998, 9610, 5855, 7854, 6351, 9310, 6627, 3326, 3812, 2446, 1117, 6862, 7050, 8612, 5685, 8184, 1933, 3962, 8135, 4186, 9998, 9610, 5855, 7854, 6351, 9310, 6627, 3326, 3812, 2446, 1117, 6862, 7050]","[7854, 3326, 4186, 9998, 9310, 9610, 5855, 3812, 6627, 1933, 7050, 6351, 9610, 2446, 6862, 8135, 1117, 8184, 3962, 5685, 5685, 8184, 1933, 3962, 8135, 4186, 9998, 9610, 5855, 7854, 6351, 9310, 6627, 3326, 3812, 2446, 1117, 6862, 8612]",8612,"[9610, 7050, 1933, 9998, 2446, 7854, 5685, 8135, 6862, 6351, 4186, 1117, 9310, 5855, 6627, 3812, 8184, 3962, 3326]"
"[1464, 3877, 1844, 7088, 1003, 7469, 5189, 1669, 9438, 1932, 6550, 5852, 4765, 4819, 4389, 5666, 3559, 7010, 9937, 2492, 1464, 3877, 1844, 7088, 1003, 7469, 5189, 1669, 9438, 1932, 6550, 5852, 4765, 4819, 4389, 5666, 3559, 7010, 9937]","[1844, 7469, 5189, 9937, 4765, 1003, 7010, 6550, 1669, 5666, 4819, 7088, 3877, 3559, 4389, 9438, 1464, 1932, 5189, 5852, 1464, 3877, 1844, 7088, 1003, 7469, 5189, 1669, 9438, 1932, 6550, 5852, 4765, 4819, 4389, 5666, 3559, 7010, 2492]",2492,"[1669, 1932, 6550, 4765, 5666, 3877, 4389, 7469, 7088, 1844, 1464, 5189, 9937, 4819, 5852, 9438, 7010, 3559, 1003]"
"[2092, 2232, 6249, 2889, 4288, 1694, 7395, 6466, 3170, 2454, 3486, 1952, 7551, 5241, 1183, 1932, 5172, 5174, 7662, 5612, 2092, 2232, 6249, 2889, 4288, 1694, 7395, 6466, 3170, 2454, 3486, 1952, 7551, 5241, 1183, 1932, 5172, 5174, 7662]","[2232, 3486, 7395, 2092, 6466, 5241, 2889, 4288, 7551, 1932, 1952, 1694, 3170, 6249, 7662, 2454, 5174, 5172, 1183, 1932, 2092, 2232, 6249, 2889, 4288, 1694, 7395, 6466, 3170, 2454, 3486, 1952, 7551, 5241, 1183, 1932, 5172, 5174, 5612]",5612,"[1932, 2454, 3486, 1183, 1952, 1694, 2092, 5172, 5174, 2232, 4288, 6466, 2889, 3170, 7395, 6249, 7662, 5241, 7551]"
"[9585, 6605, 7395, 6486, 1122, 2747, 9119, 5471, 4939, 4520, 6315, 6026, 6545, 3413, 6413, 7134, 3296, 4825, 1961, 8593, 9585, 6605, 7395, 6486, 1122, 2747, 9119, 5471, 4939, 4520, 6315, 6026, 6545, 3413, 6413, 7134, 3296, 4825, 1961]","[6605, 3413, 9119, 9585, 7395, 7134, 3296, 4939, 4825, 1122, 5471, 6545, 2747, 6315, 6413, 6026, 6486, 1961, 3413, 4520, 9585, 6605, 7395, 6486, 1122, 2747, 9119, 5471, 4939, 4520, 6315, 6026, 6545, 3413, 6413, 7134, 3296, 4825, 8593]",8593,"[6026, 6413, 6545, 9119, 4520, 1961, 6315, 2747, 4939, 6605, 3413, 6486, 4825, 7134, 5471, 3296, 1122, 7395, 9585]"
"[7026, 1198, 7956, 7569, 9582, 1182, 1356, 1791, 6809, 9296, 1132, 8045, 3919, 2803, 7490, 9533, 2861, 8623, 8409, 3579, 7026, 1198, 7956, 7569, 9582, 1182, 1356, 1791, 6809, 9296, 1132, 8045, 3919, 2803, 7490, 9533, 2861, 8623, 8409]","[9533, 8045, 3919, 9582, 7490, 8409, 8623, 1356, 1132, 2803, 1791, 6809, 1198, 9296, 7956, 1182, 7569, 7569, 7026, 2861, 7026, 1198, 7956, 7569, 9582, 1182, 1356, 1791, 6809, 9296, 1132, 8045, 3919, 2803, 7490, 9533, 2861, 8623, 3579]",3579,"[7569, 7956, 6809, 1182, 2861, 1198, 8623, 9533, 7490, 1356, 3919, 9296, 8409, 1132, 8045, 9582, 7026, 2803, 1791]"
"[1407, 8502, 9174, 4772, 1256, 7614, 8511, 4648, 1799, 1902, 2400, 5768, 2909, 7080, 1725, 6985, 6569, 2475, 3402, 7414, 1407, 8502, 9174, 4772, 1256, 7614, 8511, 4648, 1799, 1902, 2400, 5768, 2909, 7080, 1725, 6985, 6569, 2475, 3402]","[4772, 8502, 1902, 1407, 9174, 8511, 4772, 6985, 1725, 1256, 6569, 5768, 7080, 1799, 3402, 2475, 2909, 4648, 2400, 7614, 1407, 8502, 9174, 4772, 1256, 7614, 8511, 4648, 1799, 1902, 2400, 5768, 2909, 7080, 1725, 6985, 6569, 2475, 7414]",7414,"[1799, 5768, 4772, 4648, 7080, 6569, 2475, 8502, 1725, 7614, 8511, 6985, 3402, 9174, 2909, 2400, 1256, 1902, 1407]"
"[6907, 3315, 9891, 1024, 4264, 7470, 2374, 7784, 9247, 2026, 9916, 8713, 4048, 8416, 3737, 7232, 2698, 4976, 6546, 3736, 6907, 3315, 9891, 1024, 4264, 7470, 2374, 7784, 9247, 2026, 9916, 8713, 4048, 8416, 3737, 7232, 2698, 4976, 6546]","[7232, 6546, 7470, 1024, 6907, 4976, 4976, 2374, 7784, 3737, 9891, 9916, 8713, 8416, 2698, 3315, 9247, 2026, 4264, 4048, 6907, 3315, 9891, 1024, 4264, 7470, 2374, 7784, 9247, 2026, 9916, 8713, 4048, 8416, 3737, 7232, 2698, 4976, 3736]",3736,"[1024, 8713, 2698, 6546, 3737, 9247, 9891, 4264, 7470, 9916, 7232, 2374, 4048, 8416, 7784, 2026, 4976, 3315, 6907]"
"[7364, 8027, 6633, 2894, 3326, 2724, 6903, 5760, 5852, 8716, 1472, 7940, 4579, 4221, 1263, 1444, 4131, 9707, 4225, 4769, 7364, 8027, 6633, 2894, 3326, 2724, 6903, 5760, 5852, 8716, 1472, 7940, 4579, 4221, 1263, 1444, 4131, 9707, 4225]","[8716, 1444, 5852, 2894, 9707, 2724, 7364, 1472, 4221, 8027, 3326, 6633, 5852, 4131, 4225, 4579, 1263, 6903, 7940, 5760, 7364, 8027, 6633, 2894, 3326, 2724, 6903, 5760, 5852, 8716, 1472, 7940, 4579, 4221, 1263, 1444, 4131, 9707, 4769]",4769,"[5760, 4225, 7940, 8716, 4131, 2724, 1444, 1472, 7364, 2894, 8027, 5852, 4579, 6633, 9707, 1263, 6903, 4221, 3326]"
"[9847, 9989, 4562, 3202, 9361, 3352, 5584, 7415, 1858, 5293, 8255, 5180, 4488, 3837, 5755, 9799, 5278, 6702, 7181, 8015, 9847, 9989, 4562, 3202, 9361, 3352, 5584, 7415, 1858, 5293, 8255, 5180, 4488, 3837, 5755, 9799, 5278, 6702, 7181]","[5278, 7181, 9361, 3837, 9989, 5755, 6702, 8255, 5584, 7415, 9799, 5293, 4562, 3202, 4488, 3352, 4488, 9847, 1858, 5180, 9847, 9989, 4562, 3202, 9361, 3352, 5584, 7415, 1858, 5293, 8255, 5180, 4488, 3837, 5755, 9799, 5278, 6702, 8015]",8015,"[3202, 9989, 4488, 7181, 9361, 3352, 5278, 5293, 6702, 7415, 5180, 8255, 1858, 9799, 5584, 4562, 9847, 5755, 3837]"
"[8915, 6963, 1656, 1287, 4305, 5208, 3090, 7268, 6234, 6200, 6264, 1254, 2459, 6549, 4545, 2702, 2645, 2960, 2097, 8772, 8915, 6963, 1656, 1287, 4305, 5208, 3090, 7268, 6234, 6200, 6264, 1254, 2459, 6549, 4545, 2702, 2645, 2960, 2097]","[8915, 7268, 2702, 2960, 1254, 3090, 1656, 1287, 2097, 4545, 2645, 5208, 2645, 4305, 6549, 6234, 6264, 2459, 6200, 6963, 8915, 6963, 1656, 1287, 4305, 5208, 3090, 7268, 6234, 6200, 6264, 1254, 2459, 6549, 4545, 2702, 2645, 2960, 8772]",8772,"[1287, 2702, 2960, 3090, 6549, 2459, 6264, 2097, 6963, 6200, 4545, 4305, 8915, 2645, 5208, 6234, 7268, 1254, 1656]"
"[6985, 3662, 8567, 3892, 6720, 9398, 1775, 2648, 9000, 6243, 9462, 4860, 9251, 3487, 6100, 6086, 7669, 3334, 5373, 7777, 6985, 3662, 8567, 3892, 6720, 9398, 1775, 2648, 9000, 6243, 9462, 4860, 9251, 3487, 6100, 6086, 7669, 3334, 5373]","[3334, 9251, 3334, 6985, 4860, 3892, 5373, 9462, 3487, 6086, 6720, 9398, 6100, 3662, 8567, 7669, 6243, 1775, 9000, 2648, 6985, 3662, 8567, 3892, 6720, 9398, 1775, 2648, 9000, 6243, 9462, 4860, 9251, 3487, 6100, 6086, 7669, 3334, 7777]",7777,"[3334, 3487, 9251, 9000, 3892, 9398, 6720, 6086, 6985, 3662, 6100, 2648, 6243, 1775, 7669, 9462, 8567, 4860, 5373]"
"[9426, 6581, 4974, 6843, 4369, 9784, 4437, 9062, 1978, 3161, 8280, 1173, 4183, 6119, 1519, 2036, 4262, 6794, 4013, 7457, 9426, 6581, 4974, 6843, 4369, 9784, 4437, 9062, 1978, 3161, 8280, 1173, 4183, 6119, 1519, 2036, 4262, 6794, 4013]","[9784, 9062, 4369, 4974, 1519, 3161, 4974, 9426, 2036, 8280, 6794, 4183, 1173, 6843, 6119, 1978, 4437, 4013, 6581, 4262, 9426, 6581, 4974, 6843, 4369, 9784, 4437, 9062, 1978, 3161, 8280, 1173, 4183, 6119, 1519, 2036, 4262, 6794, 7457]",7457,"[6794, 4369, 1173, 4262, 4013, 6581, 9784, 1978, 6843, 9426, 4437, 4183, 8280, 3161, 9062, 6119, 4974, 1519, 2036]"
"[6297, 1123, 6266, 4170, 2220, 2573, 1171, 6193, 8388, 6008, 9026, 4439, 8294, 6612, 2066, 8547, 2724, 5430, 5635, 8381, 6297, 1123, 6266, 4170, 2220, 2573, 1171, 6193, 8388, 6008, 9026, 4439, 8294, 6612, 2066, 8547, 2724, 5430, 5635]","[2573, 6193, 8547, 5635, 8294, 6612, 2220, 4439, 1123, 1171, 4170, 6297, 2724, 2066, 5430, 2573, 6008, 9026, 6266, 8388, 6297, 1123, 6266, 4170, 2220, 2573, 1171, 6193, 8388, 6008, 9026, 4439, 8294, 6612, 2066, 8547, 2724, 5430, 8381]",8381,"[5635, 2573, 2066, 1171, 6297, 2724, 2220, 6193, 5430, 9026, 8388, 4170, 6612, 4439, 1123, 8547, 8294, 6008, 6266]"
"[9817, 2891, 8749, 2683, 3917, 1595, 5059, 5157, 8288, 9308, 6451, 8840, 8159, 3893, 9105, 6975, 9334, 9000, 9249, 4974, 9817, 2891, 8749, 2683, 3917, 1595, 5059, 5157, 8288, 9308, 6451, 8840, 8159, 3893, 9105, 6975, 9334, 9000, 9249]","[6975, 3893, 8159, 1595, 6451, 5059, 5157, 2683, 9000, 9817, 9105, 8749, 5059, 3917, 9334, 8288, 2891, 8840, 9308, 9249, 9817, 2891, 8749, 2683, 3917, 1595, 5059, 5157, 8288, 9308, 6451, 8840, 8159, 3893, 9105, 6975, 9334, 9000, 4974]",4974,"[8840, 9105, 9249, 5157, 9000, 8749, 6451, 3893, 1595, 6975, 5059, 2891, 3917, 9817, 9308, 8159, 8288, 9334, 2683]"
"[9931, 7752, 2828, 6037, 6985, 3367, 4233, 3393, 8281, 1386, 2354, 7594, 9270, 7917, 9058, 5176, 4642, 9528, 6743, 4339, 9931, 7752, 2828, 6037, 6985, 3367, 4233, 3393, 8281, 1386, 2354, 7594, 9270, 7917, 9058, 5176, 4642, 9528, 6743]","[2828, 9270, 6743, 4642, 5176, 7917, 1386, 2354, 6037, 7594, 9058, 8281, 7752, 3367, 9528, 3393, 6985, 9058, 4233, 9931, 9931, 7752, 2828, 6037, 6985, 3367, 4233, 3393, 8281, 1386, 2354, 7594, 9270, 7917, 9058, 5176, 4642, 9528, 4339]",4339,"[4233, 2828, 6037, 4642, 3367, 7594, 2354, 9270, 9528, 5176, 3393, 7752, 6985, 9931, 6743, 8281, 9058, 1386, 7917]"
"[1395, 7940, 8063, 9920, 8368, 3983, 3715, 7107, 3868, 7362, 3644, 8569, 7968, 2686, 5085, 2085, 9591, 1875, 2571, 2766, 1395, 7940, 8063, 9920, 8368, 3983, 3715, 7107, 3868, 7362, 3644, 8569, 7968, 2686, 5085, 2085, 9591, 1875, 2571]","[3644, 1395, 8368, 5085, 3715, 7362, 2085, 3983, 2686, 2686, 3868, 7107, 2571, 7940, 1875, 8569, 8063, 7968, 9920, 9591, 1395, 7940, 8063, 9920, 8368, 3983, 3715, 7107, 3868, 7362, 3644, 8569, 7968, 2686, 5085, 2085, 9591, 1875, 2766]",2766,"[3715, 7940, 2571, 3983, 3868, 7968, 2085, 8368, 3644, 9920, 7362, 7107, 1875, 5085, 1395, 9591, 8569, 2686, 8063]"
"[9766, 9941, 9853, 7493, 6268, 3703, 6309, 2983, 7080, 8471, 3180, 7241, 8271, 4233, 4379, 6098, 3086, 4041, 8510, 8588, 9766, 9941, 9853, 7493, 6268, 3703, 6309, 2983, 7080, 8471, 3180, 7241, 8271, 4233, 4379, 6098, 3086, 4041, 8510]","[3703, 7080, 6309, 4379, 9766, 7241, 4041, 8471, 2983, 8271, 8510, 8471, 7493, 4233, 6098, 9941, 9853, 6268, 3086, 3180, 9766, 9941, 9853, 7493, 6268, 3703, 6309, 2983, 7080, 8471, 3180, 7241, 8271, 4233, 4379, 6098, 3086, 4041, 8588]",8588,"[4233, 3086, 8471, 4379, 6309, 9766, 2983, 7080, 8510, 7493, 7241, 4041, 8271, 6098, 9941, 3180, 3703, 6268, 9853]"
"[3266, 3564, 5912, 1890, 9920, 8480, 2887, 8764, 2438, 5711, 3578, 3930, 2699, 9031, 3792, 4260, 3554, 1993, 2749, 6806, 3266, 3564, 5912, 1890, 9920, 8480, 2887, 8764, 2438, 5711, 3578, 3930, 2699, 9031, 3792, 4260, 3554, 1993, 2749]","[9031, 2438, 3554, 3792, 5912, 1993, 2699, 2887, 8480, 2749, 1890, 3266, 3578, 3930, 4260, 9920, 5711, 3930, 3564, 8764, 3266, 3564, 5912, 1890, 9920, 8480, 2887, 8764, 2438, 5711, 3578, 3930, 2699, 9031, 3792, 4260, 3554, 1993, 6806]",6806,"[2438, 2699, 5912, 8480, 4260, 8764, 2749, 9920, 3266, 2887, 9031, 1993, 5711, 3792, 3930, 1890, 3554, 3564, 3578]"
"[3961, 1657, 3412, 9926, 8209, 9318, 7193, 7531, 7173, 1258, 7144, 6867, 6619, 3717, 8636, 3663, 2005, 5853, 8412, 7241, 3961, 1657, 3412, 9926, 8209, 9318, 7193, 7531, 7173, 1258, 7144, 6867, 6619, 3717, 8636, 3663, 2005, 5853, 8412]","[9926, 7173, 3717, 8412, 7193, 3663, 3961, 8636, 7144, 1657, 9318, 6867, 7173, 3412, 1258, 2005, 8209, 6619, 7531, 5853, 3961, 1657, 3412, 9926, 8209, 9318, 7193, 7531, 7173, 1258, 7144, 6867, 6619, 3717, 8636, 3663, 2005, 5853, 7241]",7241,"[7173, 3717, 8209, 7193, 8636, 9926, 3663, 6867, 3412, 2005, 3961, 6619, 8412, 5853, 9318, 7144, 1258, 7531, 1657]"
"[7952, 1869, 1542, 4496, 5311, 7032, 5140, 2791, 5692, 1524, 9063, 4135, 9353, 8874, 9367, 5390, 4884, 1172, 7087, 3601, 7952, 1869, 1542, 4496, 5311, 7032, 5140, 2791, 5692, 1524, 9063, 4135, 9353, 8874, 9367, 5390, 4884, 1172, 7087]","[2791, 9063, 5390, 9353, 1524, 5140, 8874, 7087, 4884, 7032, 1869, 9353, 4496, 7952, 9367, 5311, 4135, 1172, 1542, 5692, 7952, 1869, 1542, 4496, 5311, 7032, 5140, 2791, 5692, 1524, 9063, 4135, 9353, 8874, 9367, 5390, 4884, 1172, 3601]",3601,"[1542, 9353, 5390, 7952, 4496, 5140, 4884, 1172, 9367, 4135, 8874, 7087, 5692, 5311, 1869, 2791, 9063, 1524, 7032]"
"[1872, 6930, 1213, 3622, 9828, 1875, 8204, 6573, 1059, 7688, 8392, 5128, 5727, 4965, 2530, 2043, 8299, 5229, 3745, 3669, 1872, 6930, 1213, 3622, 9828, 1875, 8204, 6573, 1059, 7688, 8392, 5128, 5727, 4965, 2530, 2043, 8299, 5229, 3745]","[5727, 1875, 4965, 6573, 1059, 5229, 9828, 1213, 8392, 2530, 2043, 9828, 6930, 3745, 3622, 1872, 5128, 7688, 8204, 8299, 1872, 6930, 1213, 3622, 9828, 1875, 8204, 6573, 1059, 7688, 8392, 5128, 5727, 4965, 2530, 2043, 8299, 5229, 3669]",3669,"[7688, 5128, 8204, 6930, 3745, 1059, 3622, 6573, 1213, 8392, 1872, 1875, 5727, 2530, 9828, 4965, 8299, 5229, 2043]"
"[3141, 3993, 3327, 6607, 6858, 7289, 2823, 3342, 8636, 9924, 3734, 6962, 6039, 4775, 7307, 6648, 5025, 7957, 4180, 5591, 3141, 3993, 3327, 6607, 6858, 7289, 2823, 3342, 8636, 9924, 3734, 6962, 6039, 4775, 7307, 6648, 5025, 7957, 4180]","[3342, 3141, 4180, 6962, 6858, 9924, 4775, 7957, 3734, 8636, 7289, 6607, 6039, 7307, 3993, 6648, 3327, 5025, 3734, 2823, 3141, 3993, 3327, 6607, 6858, 7289, 2823, 3342, 8636, 9924, 3734, 6962, 6039, 4775, 7307, 6648, 5025, 7957, 5591]",5591,"[2823, 7307, 3342, 7957, 3734, 6039, 3993, 5025, 4775, 6962, 8636, 9924, 3141, 6858, 6607, 4180, 6648, 7289, 3327]"
"[5439, 1703, 8105, 7517, 2819, 2891, 1233, 8269, 8703, 7028, 8089, 5126, 1501, 4593, 2683, 1048, 5435, 4463, 3659, 2701, 5439, 1703, 8105, 7517, 2819, 2891, 1233, 8269, 8703, 7028, 8089, 5126, 1501, 4593, 2683, 1048, 5435, 4463, 3659]","[5439, 1048, 8269, 8105, 5126, 3659, 4463, 7028, 1233, 2891, 2683, 1501, 7517, 5435, 2819, 8089, 4593, 1703, 8105, 8703, 5439, 1703, 8105, 7517, 2819, 2891, 1233, 8269, 8703, 7028, 8089, 5126, 1501, 4593, 2683, 1048, 5435, 4463, 2701]",2701,"[2819, 5126, 1048, 8089, 1703, 8105, 5435, 5439, 2891, 3659, 8269, 1233, 1501, 7517, 4463, 4593, 7028, 2683, 8703]"
"[8227, 2228, 4813, 3148, 1136, 1435, 8732, 2327, 4036, 2541, 3819, 9724, 7906, 3295, 3969, 7170, 7036, 6433, 8307, 3847, 8227, 2228, 4813, 3148, 1136, 1435, 8732, 2327, 4036, 2541, 3819, 9724, 7906, 3295, 3969, 7170, 7036, 6433, 8307]","[8307, 3148, 7170, 3969, 1136, 4036, 7036, 3819, 9724, 2541, 4813, 6433, 8732, 4813, 2228, 2327, 8227, 7906, 3295, 1435, 8227, 2228, 4813, 3148, 1136, 1435, 8732, 2327, 4036, 2541, 3819, 9724, 7906, 3295, 3969, 7170, 7036, 6433, 3847]",3847,"[3969, 7170, 2327, 1435, 9724, 8732, 6433, 8227, 2228, 4036, 3148, 4813, 3295, 7906, 3819, 2541, 1136, 8307, 7036]"
