question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
A Mars year is approximately how many Earth years long?,1/2,1,2,4,C,astronomy,"A Mars year is approximately how many Earth years long?
(A) 1/2
(B) 1
(C) 2
(D) 4
Answer: (","Which is the most possible answer?
(A) 1/2
(B) 1
(C) 2
(D) 4
Answer: (",34,"[32, 33, 35]"
What is the correct numerical value and unit of the Boltzmann constant?,1.38 × 10−21 m^3 · kg · s^−2 · K^−1,1.38 × 10−22 m^2 · kg · s^−3 · K^−1,1.38 × 10−23 m^2 · kg · s^−2 · K^−1,1.38 × 10−24 m^2 · kg · s^−2 · K^−2,C,astronomy,"What is the correct numerical value and unit of the Boltzmann constant?
(A) 1.38 × 10−21 m^3 · kg · s^−2 · K^−1
(B) 1.38 × 10−22 m^2 · kg · s^−3 · K^−1
(C) 1.38 × 10−23 m^2 · kg · s^−2 · K^−1
(D) 1.38 × 10−24 m^2 · kg · s^−2 · K^−2
Answer: (","Which is the most possible answer?
(A) 1.38 × 10−21 m^3 · kg · s^−2 · K^−1
(B) 1.38 × 10−22 m^2 · kg · s^−3 · K^−1
(C) 1.38 × 10−23 m^2 · kg · s^−2 · K^−1
(D) 1.38 × 10−24 m^2 · kg · s^−2 · K^−2
Answer: (",34,"[32, 33, 35]"
Which statement about an atom is not true:,The nucleus contains most of the atom’s mass but almost none of its volume.,A neutral atom always has equal numbers of electrons and protons.,A neutral atom always has equal numbers of neutrons and protons.,The electrons can only orbit at particular energy levels.,C,astronomy,"Which statement about an atom is not true:
(A) The nucleus contains most of the atom’s mass but almost none of its volume.
(B) A neutral atom always has equal numbers of electrons and protons.
(C) A neutral atom always has equal numbers of neutrons and protons.
(D) The electrons can only orbit at particular energy levels.
Answer: (","Which is the most possible answer?
(A) The nucleus contains most of the atom’s mass but almost none of its volume.
(B) A neutral atom always has equal numbers of electrons and protons.
(C) A neutral atom always has equal numbers of neutrons and protons.
(D) The electrons can only orbit at particular energy levels.
Answer: (",34,"[32, 33, 35]"
Earth has been gradually warming over the past few decades. Based on a great deal of evidence scientists conclude that this warming is caused by ________.,human activities that are increasing the concentration of greenhouse gases in Earth's atmosphere,the fact that our politicians spout a lot of hot air,the human release of chemicals called CFCs into the stratosphere,the increase in forest fires during recent years,A,astronomy,"Earth has been gradually warming over the past few decades. Based on a great deal of evidence scientists conclude that this warming is caused by ________.
(A) human activities that are increasing the concentration of greenhouse gases in Earth's atmosphere
(B) the fact that our politicians spout a lot of hot air
(C) the human release of chemicals called CFCs into the stratosphere
(D) the increase in forest fires during recent years
Answer: (","Which is the most possible answer?
(A) human activities that are increasing the concentration of greenhouse gases in Earth's atmosphere
(B) the fact that our politicians spout a lot of hot air
(C) the human release of chemicals called CFCs into the stratosphere
(D) the increase in forest fires during recent years
Answer: (",32,"[33, 34, 35]"
How do scientists know that the majority of meteorites come from the asteroid belt?,The spectra of some meteorites are similar to the spectra of asteroids in the asteroid belt.,The asteroid belt is the only possible source of meteorites therefore they must originate there.,Collisions are common in the asteroid belt and we can track the fragments from their source asteroid to the Earth where they become meteorites.,High levels of Iridum have been detected in both asteroids and meteorites therefore meteorites come from the asteroid belt.,A,astronomy,"How do scientists know that the majority of meteorites come from the asteroid belt?
(A) The spectra of some meteorites are similar to the spectra of asteroids in the asteroid belt.
(B) The asteroid belt is the only possible source of meteorites therefore they must originate there.
(C) Collisions are common in the asteroid belt and we can track the fragments from their source asteroid to the Earth where they become meteorites.
(D) High levels of Iridum have been detected in both asteroids and meteorites therefore meteorites come from the asteroid belt.
Answer: (","Which is the most possible answer?
(A) The spectra of some meteorites are similar to the spectra of asteroids in the asteroid belt.
(B) The asteroid belt is the only possible source of meteorites therefore they must originate there.
(C) Collisions are common in the asteroid belt and we can track the fragments from their source asteroid to the Earth where they become meteorites.
(D) High levels of Iridum have been detected in both asteroids and meteorites therefore meteorites come from the asteroid belt.
Answer: (",32,"[33, 34, 35]"
Which factor s most important in determining the history of volanism and tectonism on a planet?,size of the planet,presence of an atmosphere,distance from the sun,rotation period,A,astronomy,"Which factor s most important in determining the history of volanism and tectonism on a planet?
(A) size of the planet
(B) presence of an atmosphere
(C) distance from the sun
(D) rotation period
Answer: (","Which is the most possible answer?
(A) size of the planet
(B) presence of an atmosphere
(C) distance from the sun
(D) rotation period
Answer: (",32,"[33, 34, 35]"
The astronomical unit parsec (pc) plays a crucial role in astronomy. One parsec is equal to about 3.26 light-years. How is one parsec defined in astronomy?,Distance at which one astronomical unit measures one arcsecond from Earth.,Orbital distance of the solar system around the center of the Milky Way in one year.,Effective distance of the solar wind (i.e. the radius of the heliosphere).,Historical distance to the brightest star Sirius.,A,astronomy,"The astronomical unit parsec (pc) plays a crucial role in astronomy. One parsec is equal to about 3.26 light-years. How is one parsec defined in astronomy?
(A) Distance at which one astronomical unit measures one arcsecond from Earth.
(B) Orbital distance of the solar system around the center of the Milky Way in one year.
(C) Effective distance of the solar wind (i.e. the radius of the heliosphere).
(D) Historical distance to the brightest star Sirius.
Answer: (","Which is the most possible answer?
(A) Distance at which one astronomical unit measures one arcsecond from Earth.
(B) Orbital distance of the solar system around the center of the Milky Way in one year.
(C) Effective distance of the solar wind (i.e. the radius of the heliosphere).
(D) Historical distance to the brightest star Sirius.
Answer: (",32,"[33, 34, 35]"
The term Schwarzschild radius usually describes properties of ...,red dwarfs.,pulsars.,black holes.,galaxies.,C,astronomy,"The term Schwarzschild radius usually describes properties of ...
(A) red dwarfs.
(B) pulsars.
(C) black holes.
(D) galaxies.
Answer: (","Which is the most possible answer?
(A) red dwarfs.
(B) pulsars.
(C) black holes.
(D) galaxies.
Answer: (",34,"[32, 33, 35]"
As the life of a star progresses heavy elements are produced. The elements form layers around the star in this order (starting from the outer layer):,H → He → Li → N → O → Si → Fe,H → He → C → O → Ne → Si → Fe,H → He → Li → O → Ne → Si → Fe,H → He → C → N → O → Si → Fe,B,astronomy,"As the life of a star progresses heavy elements are produced. The elements form layers around the star in this order (starting from the outer layer):
(A) H → He → Li → N → O → Si → Fe
(B) H → He → C → O → Ne → Si → Fe
(C) H → He → Li → O → Ne → Si → Fe
(D) H → He → C → N → O → Si → Fe
Answer: (","Which is the most possible answer?
(A) H → He → Li → N → O → Si → Fe
(B) H → He → C → O → Ne → Si → Fe
(C) H → He → Li → O → Ne → Si → Fe
(D) H → He → C → N → O → Si → Fe
Answer: (",33,"[32, 34, 35]"
If you lived on Venus what phases of the Earth would you see? (Assume your telescope can see through Venus’s thick clouds…),New first quarter full third quarter,Waning crescent New Waxing crescent,Waxing gibbous Full Waning gibbous,New only,C,astronomy,"If you lived on Venus what phases of the Earth would you see? (Assume your telescope can see through Venus’s thick clouds…)
(A) New first quarter full third quarter
(B) Waning crescent New Waxing crescent
(C) Waxing gibbous Full Waning gibbous
(D) New only
Answer: (","Which is the most possible answer?
(A) New first quarter full third quarter
(B) Waning crescent New Waxing crescent
(C) Waxing gibbous Full Waning gibbous
(D) New only
Answer: (",34,"[32, 33, 35]"
Moons cause/contribute to which of the following?,stability of particles within rings.,gravitational effects at ring edges as the moons pass by.,gaps between rings.,Moons contribute to all of the above.,D,astronomy,"Moons cause/contribute to which of the following?
(A) stability of particles within rings.
(B) gravitational effects at ring edges as the moons pass by.
(C) gaps between rings.
(D) Moons contribute to all of the above.
Answer: (","Which is the most possible answer?
(A) stability of particles within rings.
(B) gravitational effects at ring edges as the moons pass by.
(C) gaps between rings.
(D) Moons contribute to all of the above.
Answer: (",35,"[32, 33, 34]"
Mars has an atmospheric pressure of 600 pascals. If the acceleration due to gravity on Mars is (roughly) 4 m/s2 and the surface area of Mars is about 145000000 square km what is the approximate mass of the martian atmosphere?,2.2x1011 kg,2.2x1014kg,2.2x1020kg,2.2x1016 kg,D,astronomy,"Mars has an atmospheric pressure of 600 pascals. If the acceleration due to gravity on Mars is (roughly) 4 m/s2 and the surface area of Mars is about 145000000 square km what is the approximate mass of the martian atmosphere?
(A) 2.2x1011 kg
(B) 2.2x1014kg
(C) 2.2x1020kg
(D) 2.2x1016 kg
Answer: (","Which is the most possible answer?
(A) 2.2x1011 kg
(B) 2.2x1014kg
(C) 2.2x1020kg
(D) 2.2x1016 kg
Answer: (",35,"[32, 33, 34]"
Why is the Mars Exploration Rover Spirit currently tilted towards the north?,Because it’s climbing up a big hill.,Because it’s in the southern hemisphere where it is winter now.,Because it’s in the northern hemisphere where it is winter now.,Because one of its wheels broke.,B,astronomy,"Why is the Mars Exploration Rover Spirit currently tilted towards the north?
(A) Because it’s climbing up a big hill.
(B) Because it’s in the southern hemisphere where it is winter now.
(C) Because it’s in the northern hemisphere where it is winter now.
(D) Because one of its wheels broke.
Answer: (","Which is the most possible answer?
(A) Because it’s climbing up a big hill.
(B) Because it’s in the southern hemisphere where it is winter now.
(C) Because it’s in the northern hemisphere where it is winter now.
(D) Because one of its wheels broke.
Answer: (",33,"[32, 34, 35]"
Mars has an atmosphere that is almost entirely carbon dioxide.Why isn't there a strong greenhouse effect keeping the planet warm?,the atmosphere on Mars is too thin to trap a significant amount of heat,There actually is a strong greenhouse effect and Mars would be 35oC colder than it is now without it.,Mars does not have enough internal heat to drive the greenhouse effect,the greenhouse effect requires an ozone layer which Mars does not have,A,astronomy,"Mars has an atmosphere that is almost entirely carbon dioxide.Why isn't there a strong greenhouse effect keeping the planet warm?
(A) the atmosphere on Mars is too thin to trap a significant amount of heat
(B) There actually is a strong greenhouse effect and Mars would be 35oC colder than it is now without it.
(C) Mars does not have enough internal heat to drive the greenhouse effect
(D) the greenhouse effect requires an ozone layer which Mars does not have
Answer: (","Which is the most possible answer?
(A) the atmosphere on Mars is too thin to trap a significant amount of heat
(B) There actually is a strong greenhouse effect and Mars would be 35oC colder than it is now without it.
(C) Mars does not have enough internal heat to drive the greenhouse effect
(D) the greenhouse effect requires an ozone layer which Mars does not have
Answer: (",32,"[33, 34, 35]"
Which of the following was not cited as evidence for life in the martian meteorite ALH84001?,Complex organic molecules specifically PAHs,Magnetite grains similar to those formed by bacteria on Earth,Carbonate minerals indicating a thicker warmer Martian atmosphere,"Amino acids with a preferred orientation or ""chirality""",D,astronomy,"Which of the following was not cited as evidence for life in the martian meteorite ALH84001?
(A) Complex organic molecules specifically PAHs
(B) Magnetite grains similar to those formed by bacteria on Earth
(C) Carbonate minerals indicating a thicker warmer Martian atmosphere
(D) Amino acids with a preferred orientation or ""chirality""
Answer: (","Which is the most possible answer?
(A) Complex organic molecules specifically PAHs
(B) Magnetite grains similar to those formed by bacteria on Earth
(C) Carbonate minerals indicating a thicker warmer Martian atmosphere
(D) Amino acids with a preferred orientation or ""chirality""
Answer: (",35,"[32, 33, 34]"
Kirkwood gaps are observed in the main asteroid belt including at the position(s) where:,asteroids would orbit with a period half that of Jupiter,asteroids would orbit with a period twice that of Jupiter,asteroids would orbit with a period twice that of Mars,A and B,A,astronomy,"Kirkwood gaps are observed in the main asteroid belt including at the position(s) where:
(A) asteroids would orbit with a period half that of Jupiter
(B) asteroids would orbit with a period twice that of Jupiter
(C) asteroids would orbit with a period twice that of Mars
(D) A and B
Answer: (","Which is the most possible answer?
(A) asteroids would orbit with a period half that of Jupiter
(B) asteroids would orbit with a period twice that of Jupiter
(C) asteroids would orbit with a period twice that of Mars
(D) A and B
Answer: (",32,"[33, 34, 35]"
The belts and zones of Jupiter are,names for the layers of gaseous and metallic hydrogen deep within the planet.,alternating bands of rising and falling air at different latitudes.,alternating regions of charged particles in Jupiter's magnetic field.,regions of the plasma torus created by ions from Io's volcanoes,B,astronomy,"The belts and zones of Jupiter are
(A) names for the layers of gaseous and metallic hydrogen deep within the planet.
(B) alternating bands of rising and falling air at different latitudes.
(C) alternating regions of charged particles in Jupiter's magnetic field.
(D) regions of the plasma torus created by ions from Io's volcanoes
Answer: (","Which is the most possible answer?
(A) names for the layers of gaseous and metallic hydrogen deep within the planet.
(B) alternating bands of rising and falling air at different latitudes.
(C) alternating regions of charged particles in Jupiter's magnetic field.
(D) regions of the plasma torus created by ions from Io's volcanoes
Answer: (",33,"[32, 34, 35]"
The two moons of Mars are called ...,Tritos and Desmos,Tritos and Deimos,Phobos and Tritos,Phobos and Deimos,D,astronomy,"The two moons of Mars are called ...
(A) Tritos and Desmos
(B) Tritos and Deimos
(C) Phobos and Tritos
(D) Phobos and Deimos
Answer: (","Which is the most possible answer?
(A) Tritos and Desmos
(B) Tritos and Deimos
(C) Phobos and Tritos
(D) Phobos and Deimos
Answer: (",35,"[32, 33, 34]"
The visible part of the electromagnetic spectrum is between ...,240 to 680 nm.,360 to 620 nm.,380 to 740 nm.,420 to 810 nm.,C,astronomy,"The visible part of the electromagnetic spectrum is between ...
(A) 240 to 680 nm.
(B) 360 to 620 nm.
(C) 380 to 740 nm.
(D) 420 to 810 nm.
Answer: (","Which is the most possible answer?
(A) 240 to 680 nm.
(B) 360 to 620 nm.
(C) 380 to 740 nm.
(D) 420 to 810 nm.
Answer: (",34,"[32, 33, 35]"
What is true about the rotation of a solid disk?,The velocity is the same on every point on the disk,The part closer to the axis has a longer period,The period of rotation is the same on every point on the disk,The part closer to the axis has a shorter period,C,astronomy,"What is true about the rotation of a solid disk?
(A) The velocity is the same on every point on the disk
(B) The part closer to the axis has a longer period
(C) The period of rotation is the same on every point on the disk
(D) The part closer to the axis has a shorter period
Answer: (","Which is the most possible answer?
(A) The velocity is the same on every point on the disk
(B) The part closer to the axis has a longer period
(C) The period of rotation is the same on every point on the disk
(D) The part closer to the axis has a shorter period
Answer: (",34,"[32, 33, 35]"
The constellation ... is a bright W-shaped constellation in the northern sky.,Centaurus,Cygnus,Cassiopeia,Cepheus,C,astronomy,"The constellation ... is a bright W-shaped constellation in the northern sky.
(A) Centaurus
(B) Cygnus
(C) Cassiopeia
(D) Cepheus
Answer: (","Which is the most possible answer?
(A) Centaurus
(B) Cygnus
(C) Cassiopeia
(D) Cepheus
Answer: (",34,"[32, 33, 35]"
The so-called “bigfoot” on Mars was actually a rock that was about 5 cm tall. It had an angular size of about 0.5 degrees (~30 pixels). How far away was this rock from the rover?,About 6 meters,About 6 feet,About 10 meters,About 10 feet,A,astronomy,"The so-called “bigfoot” on Mars was actually a rock that was about 5 cm tall. It had an angular size of about 0.5 degrees (~30 pixels). How far away was this rock from the rover?
(A) About 6 meters
(B) About 6 feet
(C) About 10 meters
(D) About 10 feet
Answer: (","Which is the most possible answer?
(A) About 6 meters
(B) About 6 feet
(C) About 10 meters
(D) About 10 feet
Answer: (",32,"[33, 34, 35]"
Which is not an essential requirement for life as we know it?,The ability to breathe oxygen,The ability to make energy from sunlight or to eat things that do,A source of organic molecules,A and B,D,astronomy,"Which is not an essential requirement for life as we know it?
(A) The ability to breathe oxygen
(B) The ability to make energy from sunlight or to eat things that do
(C) A source of organic molecules
(D) A and B
Answer: (","Which is the most possible answer?
(A) The ability to breathe oxygen
(B) The ability to make energy from sunlight or to eat things that do
(C) A source of organic molecules
(D) A and B
Answer: (",35,"[32, 33, 34]"
Suppose you live on the Moon. How long is a day (i.e. from sunrise to sunrise)?,about 18 years,24 hours,29 Earth days,a year,C,astronomy,"Suppose you live on the Moon. How long is a day (i.e. from sunrise to sunrise)?
(A) about 18 years
(B) 24 hours
(C) 29 Earth days
(D) a year
Answer: (","Which is the most possible answer?
(A) about 18 years
(B) 24 hours
(C) 29 Earth days
(D) a year
Answer: (",34,"[32, 33, 35]"
The famous Drake equation attempts to answer the following question:,Will the Sun become a black hole?,Is the universe infinitely large?,How old is the visible universe?,Are we alone in the universe?,D,astronomy,"The famous Drake equation attempts to answer the following question:
(A) Will the Sun become a black hole?
(B) Is the universe infinitely large?
(C) How old is the visible universe?
(D) Are we alone in the universe?
Answer: (","Which is the most possible answer?
(A) Will the Sun become a black hole?
(B) Is the universe infinitely large?
(C) How old is the visible universe?
(D) Are we alone in the universe?
Answer: (",35,"[32, 33, 34]"
20000 years from now ...,The Moon will be closer to the Earth and the Earth’s day will be longer.,The Moon will be closer to the Earth and the Earth’s day will be shorter.,The Moon will be further from the Earth and the Earth’s day will be longer.,The Moon will be further from the Earth and the Earth’s day will be shorter.,C,astronomy,"20000 years from now ...
(A) The Moon will be closer to the Earth and the Earth’s day will be longer.
(B) The Moon will be closer to the Earth and the Earth’s day will be shorter.
(C) The Moon will be further from the Earth and the Earth’s day will be longer.
(D) The Moon will be further from the Earth and the Earth’s day will be shorter.
Answer: (","Which is the most possible answer?
(A) The Moon will be closer to the Earth and the Earth’s day will be longer.
(B) The Moon will be closer to the Earth and the Earth’s day will be shorter.
(C) The Moon will be further from the Earth and the Earth’s day will be longer.
(D) The Moon will be further from the Earth and the Earth’s day will be shorter.
Answer: (",34,"[32, 33, 35]"
What element is most common among the Jovian Planets?,Hydrogen,Helium,Carbon,Oxygen,A,astronomy,"What element is most common among the Jovian Planets?
(A) Hydrogen
(B) Helium
(C) Carbon
(D) Oxygen
Answer: (","Which is the most possible answer?
(A) Hydrogen
(B) Helium
(C) Carbon
(D) Oxygen
Answer: (",32,"[33, 34, 35]"
Imagine that the Earth was instantly moved to an orbit three times further away from the Sun. How much longer would a year be?,exactly 3 times longer,about 5.2 times longer,Not enough information. It will depend on the inclination of the new orbit,The length of the year wouldn't change because the Earth's mass stays the same.,B,astronomy,"Imagine that the Earth was instantly moved to an orbit three times further away from the Sun. How much longer would a year be?
(A) exactly 3 times longer
(B) about 5.2 times longer
(C) Not enough information. It will depend on the inclination of the new orbit
(D) The length of the year wouldn't change because the Earth's mass stays the same.
Answer: (","Which is the most possible answer?
(A) exactly 3 times longer
(B) about 5.2 times longer
(C) Not enough information. It will depend on the inclination of the new orbit
(D) The length of the year wouldn't change because the Earth's mass stays the same.
Answer: (",33,"[32, 34, 35]"
What would weigh the most on the moon?,A kilogram of feathers,Five pounds of bricks as measured on Earth,Five kilograms of feathers,A kilogram of bricks,C,astronomy,"What would weigh the most on the moon?
(A) A kilogram of feathers
(B) Five pounds of bricks as measured on Earth
(C) Five kilograms of feathers
(D) A kilogram of bricks
Answer: (","Which is the most possible answer?
(A) A kilogram of feathers
(B) Five pounds of bricks as measured on Earth
(C) Five kilograms of feathers
(D) A kilogram of bricks
Answer: (",34,"[32, 33, 35]"
Why can't we see the Sun's corona except during total solar eclipses?,The corona is made up mostly of charged particles which aren't luminous.,It's much too cool to emit visible light,We can't see magnetic fields,It's too diffuse,D,astronomy,"Why can't we see the Sun's corona except during total solar eclipses?
(A) The corona is made up mostly of charged particles which aren't luminous.
(B) It's much too cool to emit visible light
(C) We can't see magnetic fields
(D) It's too diffuse
Answer: (","Which is the most possible answer?
(A) The corona is made up mostly of charged particles which aren't luminous.
(B) It's much too cool to emit visible light
(C) We can't see magnetic fields
(D) It's too diffuse
Answer: (",35,"[32, 33, 34]"
"How do we think the ""hot Jupiters"" around other stars were formed?",They where formed when their stars flung material out into the system in a process similar to planetary fission.,They formed as gas giants beyond the frost line and then migrated inwards.,They formed as dense rocky planets close to the star in the same orbits that they are seen today.,They formed as gas giants close to the star in the same orbits that they are seen today.,B,astronomy,"How do we think the ""hot Jupiters"" around other stars were formed?
(A) They where formed when their stars flung material out into the system in a process similar to planetary fission.
(B) They formed as gas giants beyond the frost line and then migrated inwards.
(C) They formed as dense rocky planets close to the star in the same orbits that they are seen today.
(D) They formed as gas giants close to the star in the same orbits that they are seen today.
Answer: (","Which is the most possible answer?
(A) They where formed when their stars flung material out into the system in a process similar to planetary fission.
(B) They formed as gas giants beyond the frost line and then migrated inwards.
(C) They formed as dense rocky planets close to the star in the same orbits that they are seen today.
(D) They formed as gas giants close to the star in the same orbits that they are seen today.
Answer: (",33,"[32, 34, 35]"
The resolution of a telescope is a measure of its:,Ability to magnify distant objects,Ability to measure the angular separation of objects,Ability to measure the distance between objects,Light-collecting efficiency,B,astronomy,"The resolution of a telescope is a measure of its:
(A) Ability to magnify distant objects
(B) Ability to measure the angular separation of objects
(C) Ability to measure the distance between objects
(D) Light-collecting efficiency
Answer: (","Which is the most possible answer?
(A) Ability to magnify distant objects
(B) Ability to measure the angular separation of objects
(C) Ability to measure the distance between objects
(D) Light-collecting efficiency
Answer: (",33,"[32, 34, 35]"
The axis of the Earth is tilted at an angle of approximately ... relative to the orbital plane around the Sun.,20.3 degrees,21.4 degrees,22.7 degrees,23.5 degrees,D,astronomy,"The axis of the Earth is tilted at an angle of approximately ... relative to the orbital plane around the Sun.
(A) 20.3 degrees
(B) 21.4 degrees
(C) 22.7 degrees
(D) 23.5 degrees
Answer: (","Which is the most possible answer?
(A) 20.3 degrees
(B) 21.4 degrees
(C) 22.7 degrees
(D) 23.5 degrees
Answer: (",35,"[32, 33, 34]"
Why do we see essentially the same face of the Moon at all times?,because the Moon has a nearly circular orbit around the Earth,because the Moon does not rotate,because the other face points toward us only at new moon when we can't see the Moon,because the Moon's rotational and orbital periods are equal,D,astronomy,"Why do we see essentially the same face of the Moon at all times?
(A) because the Moon has a nearly circular orbit around the Earth
(B) because the Moon does not rotate
(C) because the other face points toward us only at new moon when we can't see the Moon
(D) because the Moon's rotational and orbital periods are equal
Answer: (","Which is the most possible answer?
(A) because the Moon has a nearly circular orbit around the Earth
(B) because the Moon does not rotate
(C) because the other face points toward us only at new moon when we can't see the Moon
(D) because the Moon's rotational and orbital periods are equal
Answer: (",35,"[32, 33, 34]"
The second cosmic velocity (or escape velocity) is the speed required by an object to escape the gravitational field of a celestial body with mass M and radius R. Which formula correctly calculates this velocity? (G: gravitational constant),v = sqrt(GM/R),v = 2sqrt(GM/R),v = sqrt(2GM/R),v = sqrt(GM/2R),C,astronomy,"The second cosmic velocity (or escape velocity) is the speed required by an object to escape the gravitational field of a celestial body with mass M and radius R. Which formula correctly calculates this velocity? (G: gravitational constant)
(A) v = sqrt(GM/R)
(B) v = 2sqrt(GM/R)
(C) v = sqrt(2GM/R)
(D) v = sqrt(GM/2R)
Answer: (","Which is the most possible answer?
(A) v = sqrt(GM/R)
(B) v = 2sqrt(GM/R)
(C) v = sqrt(2GM/R)
(D) v = sqrt(GM/2R)
Answer: (",34,"[32, 33, 35]"
Why are there no impact craters on the surface of Io?,Io did have impact craters but they have all been buried in lava flows.,It is too small to have been hit during the Late Heavy Bombardment,Jupiter's strong gravity attracted the planetesimals more strongly than Io and thus none landed on its surface.,Any craters that existed have been eroded through the strong winds on Io's surface.,A,astronomy,"Why are there no impact craters on the surface of Io?
(A) Io did have impact craters but they have all been buried in lava flows.
(B) It is too small to have been hit during the Late Heavy Bombardment
(C) Jupiter's strong gravity attracted the planetesimals more strongly than Io and thus none landed on its surface.
(D) Any craters that existed have been eroded through the strong winds on Io's surface.
Answer: (","Which is the most possible answer?
(A) Io did have impact craters but they have all been buried in lava flows.
(B) It is too small to have been hit during the Late Heavy Bombardment
(C) Jupiter's strong gravity attracted the planetesimals more strongly than Io and thus none landed on its surface.
(D) Any craters that existed have been eroded through the strong winds on Io's surface.
Answer: (",32,"[33, 34, 35]"
The star Betelgeuse is one of the brightest stars in the night sky with remarkable red color. In which constellation is Betelgeuse located?,Cassiopeia,Cygnus,Ursa Major,Orion,D,astronomy,"The star Betelgeuse is one of the brightest stars in the night sky with remarkable red color. In which constellation is Betelgeuse located?
(A) Cassiopeia
(B) Cygnus
(C) Ursa Major
(D) Orion
Answer: (","Which is the most possible answer?
(A) Cassiopeia
(B) Cygnus
(C) Ursa Major
(D) Orion
Answer: (",35,"[32, 33, 34]"
What is the source of the material that causes meteor showers?,Asteroid impacts elsewhere in the solar system throw sand-sized particles into space and occasionally the Earth passes through a cloud of these particles which burn up in our atmosphere and cause a meteor shower.,Near-Earth asteroids gradually disintegrate and spread out along their orbital paths. When the Earth passes through the orbit of an asteroid we are bombarded by sand-sized particles that cause a meteor shower.,Near-Earth asteroids disintegrate as they enter Earth's atmosphere creating hundreds of bright meteors that appear to radiate from a single location in the sky.,The nuclei of comets gradually disintegrate and spread out along their orbital paths. When the Earth passes through the orbit of an comet we are bombarded by sand-sized particles that cause a meteor shower.,D,astronomy,"What is the source of the material that causes meteor showers?
(A) Asteroid impacts elsewhere in the solar system throw sand-sized particles into space and occasionally the Earth passes through a cloud of these particles which burn up in our atmosphere and cause a meteor shower.
(B) Near-Earth asteroids gradually disintegrate and spread out along their orbital paths. When the Earth passes through the orbit of an asteroid we are bombarded by sand-sized particles that cause a meteor shower.
(C) Near-Earth asteroids disintegrate as they enter Earth's atmosphere creating hundreds of bright meteors that appear to radiate from a single location in the sky.
(D) The nuclei of comets gradually disintegrate and spread out along their orbital paths. When the Earth passes through the orbit of an comet we are bombarded by sand-sized particles that cause a meteor shower.
Answer: (","Which is the most possible answer?
(A) Asteroid impacts elsewhere in the solar system throw sand-sized particles into space and occasionally the Earth passes through a cloud of these particles which burn up in our atmosphere and cause a meteor shower.
(B) Near-Earth asteroids gradually disintegrate and spread out along their orbital paths. When the Earth passes through the orbit of an asteroid we are bombarded by sand-sized particles that cause a meteor shower.
(C) Near-Earth asteroids disintegrate as they enter Earth's atmosphere creating hundreds of bright meteors that appear to radiate from a single location in the sky.
(D) The nuclei of comets gradually disintegrate and spread out along their orbital paths. When the Earth passes through the orbit of an comet we are bombarded by sand-sized particles that cause a meteor shower.
Answer: (",35,"[32, 33, 34]"
How does the greenhouse effect work?,Greenhouse gases absorb infrared light from the Sun which then heats the atmosphere and the surface.,Ozone transmits visible light allowing it to heat the surface but then absorbs most of the infrared heat trapping the heat near the surface.,Greenhouse gases transmit visible light allowing it to heat the surface but then absorb infrared light from Earth trapping the heat near the surface.,The higher pressure of the thick atmosphere at lower altitudes traps heat in more effectively.,C,astronomy,"How does the greenhouse effect work?
(A) Greenhouse gases absorb infrared light from the Sun which then heats the atmosphere and the surface.
(B) Ozone transmits visible light allowing it to heat the surface but then absorbs most of the infrared heat trapping the heat near the surface.
(C) Greenhouse gases transmit visible light allowing it to heat the surface but then absorb infrared light from Earth trapping the heat near the surface.
(D) The higher pressure of the thick atmosphere at lower altitudes traps heat in more effectively.
Answer: (","Which is the most possible answer?
(A) Greenhouse gases absorb infrared light from the Sun which then heats the atmosphere and the surface.
(B) Ozone transmits visible light allowing it to heat the surface but then absorbs most of the infrared heat trapping the heat near the surface.
(C) Greenhouse gases transmit visible light allowing it to heat the surface but then absorb infrared light from Earth trapping the heat near the surface.
(D) The higher pressure of the thick atmosphere at lower altitudes traps heat in more effectively.
Answer: (",34,"[32, 33, 35]"
Which of the following methods has led to the most discoveries of massive planets orbiting near their parent stars?,detecting the gravitational effect of an orbiting planet by looking for the Doppler shifts in the star's spectrum,detecting the shift of the star's position against the sky due to the planet's gravitational pull,detecting a planet ejected from a binary star system,detecting the starlight reflected off the planet,A,astronomy,"Which of the following methods has led to the most discoveries of massive planets orbiting near their parent stars?
(A) detecting the gravitational effect of an orbiting planet by looking for the Doppler shifts in the star's spectrum
(B) detecting the shift of the star's position against the sky due to the planet's gravitational pull
(C) detecting a planet ejected from a binary star system
(D) detecting the starlight reflected off the planet
Answer: (","Which is the most possible answer?
(A) detecting the gravitational effect of an orbiting planet by looking for the Doppler shifts in the star's spectrum
(B) detecting the shift of the star's position against the sky due to the planet's gravitational pull
(C) detecting a planet ejected from a binary star system
(D) detecting the starlight reflected off the planet
Answer: (",32,"[33, 34, 35]"
