question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
"New technology results in new goods and services, and it can also:",Lower the quality of existing products.,Lower the available level of customer service.,Reduce prices through new production and distribution methods.,Bring back products that were considered obsolete.,C,marketing,"New technology results in new goods and services, and it can also:
(A) Lower the quality of existing products.
(B) Lower the available level of customer service.
(C) Reduce prices through new production and distribution methods.
(D) Bring back products that were considered obsolete.
Answer: (","Which is the most possible answer?
(A) Lower the quality of existing products.
(B) Lower the available level of customer service.
(C) Reduce prices through new production and distribution methods.
(D) Bring back products that were considered obsolete.
Answer: (",34,"[32, 33, 35]"
"These are non-durable goods or services, often bought with little pre-purchase thought or consideration:",Impulse products.,Manufacturer products.,Convenience products.,Luxury products.,C,marketing,"These are non-durable goods or services, often bought with little pre-purchase thought or consideration:
(A) Impulse products.
(B) Manufacturer products.
(C) Convenience products.
(D) Luxury products.
Answer: (","Which is the most possible answer?
(A) Impulse products.
(B) Manufacturer products.
(C) Convenience products.
(D) Luxury products.
Answer: (",34,"[32, 33, 35]"
"In marketing, the term proposition:","Refers only to tangible items that can be seen, tasted, or touched.",Is a broad concept that encompasses the satisfaction of consumer needs.,"Is limited in meaning to goods, services, and ideas only.","Never refers to such things as package design, brand name, or warranty.",B,marketing,"In marketing, the term proposition:
(A) Refers only to tangible items that can be seen, tasted, or touched.
(B) Is a broad concept that encompasses the satisfaction of consumer needs.
(C) Is limited in meaning to goods, services, and ideas only.
(D) Never refers to such things as package design, brand name, or warranty.
Answer: (","Which is the most possible answer?
(A) Refers only to tangible items that can be seen, tasted, or touched.
(B) Is a broad concept that encompasses the satisfaction of consumer needs.
(C) Is limited in meaning to goods, services, and ideas only.
(D) Never refers to such things as package design, brand name, or warranty.
Answer: (",33,"[32, 34, 35]"
" When the analyst reads the data from a critical perspective to determine whether or not this fits with their expectations, this constitutes what is termed a:",Face validity.,Reliability.,Control group.,Focus group.,A,marketing," When the analyst reads the data from a critical perspective to determine whether or not this fits with their expectations, this constitutes what is termed a:
(A) Face validity.
(B) Reliability.
(C) Control group.
(D) Focus group.
Answer: (","Which is the most possible answer?
(A) Face validity.
(B) Reliability.
(C) Control group.
(D) Focus group.
Answer: (",32,"[33, 34, 35]"
 What is the term used to describe how consistent or stable the ratings generated by a scale are?,Replication.,Pre-code.,Reliability.,Convenience.,C,marketing," What is the term used to describe how consistent or stable the ratings generated by a scale are?
(A) Replication.
(B) Pre-code.
(C) Reliability.
(D) Convenience.
Answer: (","Which is the most possible answer?
(A) Replication.
(B) Pre-code.
(C) Reliability.
(D) Convenience.
Answer: (",34,"[32, 33, 35]"
"_________ enable different types of uncertainty to be lowered in several ways (Fill and McKee, 2012). These include reducing the complexity, increasing value and competitive advantage, routinization, and providing specialization.",Warehouse.,Distribution.,Supply chain.,Marketing channels.,D,marketing,"_________ enable different types of uncertainty to be lowered in several ways (Fill and McKee, 2012). These include reducing the complexity, increasing value and competitive advantage, routinization, and providing specialization.
(A) Warehouse.
(B) Distribution.
(C) Supply chain.
(D) Marketing channels.
Answer: (","Which is the most possible answer?
(A) Warehouse.
(B) Distribution.
(C) Supply chain.
(D) Marketing channels.
Answer: (",35,"[32, 33, 34]"
"When little is known about the problem, research seeking to discover the cause of a problem by discussing the problem with informed sources and examining pre-existing data is undertaken. This type of research is:",Situation analysis.,Information investigation.,Exploratory research.,Bottom-line analysis.,C,marketing,"When little is known about the problem, research seeking to discover the cause of a problem by discussing the problem with informed sources and examining pre-existing data is undertaken. This type of research is:
(A) Situation analysis.
(B) Information investigation.
(C) Exploratory research.
(D) Bottom-line analysis.
Answer: (","Which is the most possible answer?
(A) Situation analysis.
(B) Information investigation.
(C) Exploratory research.
(D) Bottom-line analysis.
Answer: (",34,"[32, 33, 35]"
" A means of orchestrating the tools of the marketing communications mix, so that audiences perceive a single, consistent, unified message whenever they have contact with a brand, is referred to as:",Integrated marketing communications (IMC).,Personal selling (PS).,Direct marketing (DM).,Customer service (CS).,A,marketing," A means of orchestrating the tools of the marketing communications mix, so that audiences perceive a single, consistent, unified message whenever they have contact with a brand, is referred to as:
(A) Integrated marketing communications (IMC).
(B) Personal selling (PS).
(C) Direct marketing (DM).
(D) Customer service (CS).
Answer: (","Which is the most possible answer?
(A) Integrated marketing communications (IMC).
(B) Personal selling (PS).
(C) Direct marketing (DM).
(D) Customer service (CS).
Answer: (",32,"[33, 34, 35]"
 Which of the following consumer buying behaviours requires the least effort?,High involvement buying situation.,New buying situation.,Routine buying.,Impulsive buying.,C,marketing," Which of the following consumer buying behaviours requires the least effort?
(A) High involvement buying situation.
(B) New buying situation.
(C) Routine buying.
(D) Impulsive buying.
Answer: (","Which is the most possible answer?
(A) High involvement buying situation.
(B) New buying situation.
(C) Routine buying.
(D) Impulsive buying.
Answer: (",34,"[32, 33, 35]"
 ________________ is a process that leads to specific decisions on how to compete in the marketplace and how the company should best serve its customers.,Portfolio analysis.,Environmental scanning.,Strategic marketing.,Marketing research.,C,marketing," ________________ is a process that leads to specific decisions on how to compete in the marketplace and how the company should best serve its customers.
(A) Portfolio analysis.
(B) Environmental scanning.
(C) Strategic marketing.
(D) Marketing research.
Answer: (","Which is the most possible answer?
(A) Portfolio analysis.
(B) Environmental scanning.
(C) Strategic marketing.
(D) Marketing research.
Answer: (",34,"[32, 33, 35]"
 What type of media has the primary objective to get the attention of shoppers and to stimulate them to make a purchase? (Examples include point-of-purchase displays and packaging.),Broadcast media.,Interactive media.,In-store media.,Support media.,C,marketing," What type of media has the primary objective to get the attention of shoppers and to stimulate them to make a purchase? (Examples include point-of-purchase displays and packaging.)
(A) Broadcast media.
(B) Interactive media.
(C) In-store media.
(D) Support media.
Answer: (","Which is the most possible answer?
(A) Broadcast media.
(B) Interactive media.
(C) In-store media.
(D) Support media.
Answer: (",34,"[32, 33, 35]"
"A commercial activity, whereby one party permits another an opportunity to exploit an association with a target audience in return for funds, services, or resources is referred to as:",Advertising.,Exchange.,Sponsorship.,Public relations.,C,marketing,"A commercial activity, whereby one party permits another an opportunity to exploit an association with a target audience in return for funds, services, or resources is referred to as:
(A) Advertising.
(B) Exchange.
(C) Sponsorship.
(D) Public relations.
Answer: (","Which is the most possible answer?
(A) Advertising.
(B) Exchange.
(C) Sponsorship.
(D) Public relations.
Answer: (",34,"[32, 33, 35]"
 Types of non-random samples include:,Convenience and quota samples.,Cluster and convenience samples.,Stratified and convenience samples.,Random and cluster samples.,A,marketing," Types of non-random samples include:
(A) Convenience and quota samples.
(B) Cluster and convenience samples.
(C) Stratified and convenience samples.
(D) Random and cluster samples.
Answer: (","Which is the most possible answer?
(A) Convenience and quota samples.
(B) Cluster and convenience samples.
(C) Stratified and convenience samples.
(D) Random and cluster samples.
Answer: (",32,"[33, 34, 35]"
 These store goods for moderate to long periods:,Storage warehouses.,Distribution centres.,Haulage transport.,Electronic data interchange.,A,marketing," These store goods for moderate to long periods:
(A) Storage warehouses.
(B) Distribution centres.
(C) Haulage transport.
(D) Electronic data interchange.
Answer: (","Which is the most possible answer?
(A) Storage warehouses.
(B) Distribution centres.
(C) Haulage transport.
(D) Electronic data interchange.
Answer: (",32,"[33, 34, 35]"
Robert is a marketer for a global consumer products company. He is working on the promotional campaign designed to reach a target audience in a new international market. Robert is working hard to make sure that the promotional campaign is clearly understood by the nation's consumers and doesn't offend anyone. By which of the factors in the external environment is he being influenced,Socio-cultural environment.,Competitive environment.,Economic environment.,Legal environment.,A,marketing,"Robert is a marketer for a global consumer products company. He is working on the promotional campaign designed to reach a target audience in a new international market. Robert is working hard to make sure that the promotional campaign is clearly understood by the nation's consumers and doesn't offend anyone. By which of the factors in the external environment is he being influenced
(A) Socio-cultural environment.
(B) Competitive environment.
(C) Economic environment.
(D) Legal environment.
Answer: (","Which is the most possible answer?
(A) Socio-cultural environment.
(B) Competitive environment.
(C) Economic environment.
(D) Legal environment.
Answer: (",32,"[33, 34, 35]"
"____________________ are those who address the same target market but provide a different offering to satisfy the market need, for example Spotify, Sony, and Apple's iPod.",Direct competitions.,Direct suppliers.,Indirect distributors.,Indirect competitions.,D,marketing,"____________________ are those who address the same target market but provide a different offering to satisfy the market need, for example Spotify, Sony, and Apple's iPod.
(A) Direct competitions.
(B) Direct suppliers.
(C) Indirect distributors.
(D) Indirect competitions.
Answer: (","Which is the most possible answer?
(A) Direct competitions.
(B) Direct suppliers.
(C) Indirect distributors.
(D) Indirect competitions.
Answer: (",35,"[32, 33, 34]"
 A key benefit of the STP process is:,More effective and efficient matching of company resources to targeted market segments promising the greatest ROMI.,Enhancing a company's competitive position by providing direction and focus for marketing strategies.,"Examining and identifying growth opportunities in the market through the identification of new customers, growth segments, or new product uses.",All of the above.,D,marketing," A key benefit of the STP process is:
(A) More effective and efficient matching of company resources to targeted market segments promising the greatest ROMI.
(B) Enhancing a company's competitive position by providing direction and focus for marketing strategies.
(C) Examining and identifying growth opportunities in the market through the identification of new customers, growth segments, or new product uses.
(D) All of the above.
Answer: (","Which is the most possible answer?
(A) More effective and efficient matching of company resources to targeted market segments promising the greatest ROMI.
(B) Enhancing a company's competitive position by providing direction and focus for marketing strategies.
(C) Examining and identifying growth opportunities in the market through the identification of new customers, growth segments, or new product uses.
(D) All of the above.
Answer: (",35,"[32, 33, 34]"
" ____________ is also a form of sponsorship and represents a relationship between film/TV producers and managers of brands. Through this arrangement, brand managers are able, for a fee, to present their brands 'naturally' within a film or entertainment event. Such placement is designed to increase brand awareness, develop positive brand attitudes, and possibly lead to purchase activity.",Brand placement.,Field marketing.,Exhibition.,Viral marketing.,A,marketing," ____________ is also a form of sponsorship and represents a relationship between film/TV producers and managers of brands. Through this arrangement, brand managers are able, for a fee, to present their brands 'naturally' within a film or entertainment event. Such placement is designed to increase brand awareness, develop positive brand attitudes, and possibly lead to purchase activity.
(A) Brand placement.
(B) Field marketing.
(C) Exhibition.
(D) Viral marketing.
Answer: (","Which is the most possible answer?
(A) Brand placement.
(B) Field marketing.
(C) Exhibition.
(D) Viral marketing.
Answer: (",32,"[33, 34, 35]"
"The management and execution of marketing using digital electronic technologies and channels (e.g. web, email, digital TV, wireless media) and digital data about user/customer characteristics and behaviour is referred to as:",E-marketing.,Social marketing.,Digital marketing,Internet marketing.,C,marketing,"The management and execution of marketing using digital electronic technologies and channels (e.g. web, email, digital TV, wireless media) and digital data about user/customer characteristics and behaviour is referred to as:
(A) E-marketing.
(B) Social marketing.
(C) Digital marketing
(D) Internet marketing.
Answer: (","Which is the most possible answer?
(A) E-marketing.
(B) Social marketing.
(C) Digital marketing
(D) Internet marketing.
Answer: (",34,"[32, 33, 35]"
 ___________ occurs when a website's structure and content is improved to maximize its listing in organic search engine results pages using relevant keywords or search phrases.,Paid inclusion.,Search engine optimization.,Contextual search.,Pay per click.,B,marketing," ___________ occurs when a website's structure and content is improved to maximize its listing in organic search engine results pages using relevant keywords or search phrases.
(A) Paid inclusion.
(B) Search engine optimization.
(C) Contextual search.
(D) Pay per click.
Answer: (","Which is the most possible answer?
(A) Paid inclusion.
(B) Search engine optimization.
(C) Contextual search.
(D) Pay per click.
Answer: (",33,"[32, 34, 35]"
"A form of marketing communications that uses the Internet for the purpose of advertising, aiming to increase website traffic and/or encourage product trial, purchase, and repeat purchase activity is called:",Search marketing.,E-mail marketing.,Internet advertising.,Social web marketing.,C,marketing,"A form of marketing communications that uses the Internet for the purpose of advertising, aiming to increase website traffic and/or encourage product trial, purchase, and repeat purchase activity is called:
(A) Search marketing.
(B) E-mail marketing.
(C) Internet advertising.
(D) Social web marketing.
Answer: (","Which is the most possible answer?
(A) Search marketing.
(B) E-mail marketing.
(C) Internet advertising.
(D) Social web marketing.
Answer: (",34,"[32, 33, 35]"
"This branding policy requires that all the products use the organization's name, either entirely or in part, e.g. Microsoft, Heinz, and Kellogg's",Individual branding.,Family branding.,Corporate brands.,Manufacturer brand.,B,marketing,"This branding policy requires that all the products use the organization's name, either entirely or in part, e.g. Microsoft, Heinz, and Kellogg's
(A) Individual branding.
(B) Family branding.
(C) Corporate brands.
(D) Manufacturer brand.
Answer: (","Which is the most possible answer?
(A) Individual branding.
(B) Family branding.
(C) Corporate brands.
(D) Manufacturer brand.
Answer: (",33,"[32, 34, 35]"
 The action of presenting persuasive communication and the action of audiences in interpreting that communication to assimilate it into their existing understanding is referred to as:,Needs identifying.,Innovating.,Advertising.,Framing.,D,marketing," The action of presenting persuasive communication and the action of audiences in interpreting that communication to assimilate it into their existing understanding is referred to as:
(A) Needs identifying.
(B) Innovating.
(C) Advertising.
(D) Framing.
Answer: (","Which is the most possible answer?
(A) Needs identifying.
(B) Innovating.
(C) Advertising.
(D) Framing.
Answer: (",35,"[32, 33, 34]"
" An organization can offer standard products at acceptable levels of quality, yet still generate above-average profit margin by adopting _____________",Cost leadership.,Differentiation.,Focus strategy.,Market follower strategy.,A,marketing," An organization can offer standard products at acceptable levels of quality, yet still generate above-average profit margin by adopting _____________
(A) Cost leadership.
(B) Differentiation.
(C) Focus strategy.
(D) Market follower strategy.
Answer: (","Which is the most possible answer?
(A) Cost leadership.
(B) Differentiation.
(C) Focus strategy.
(D) Market follower strategy.
Answer: (",32,"[33, 34, 35]"
 Which of the following is not an issue that marketers need to consider when using digital resources for marketing activities?,Jurisdiction.,Disclosure.,Ownership.,Permissions.,B,marketing," Which of the following is not an issue that marketers need to consider when using digital resources for marketing activities?
(A) Jurisdiction.
(B) Disclosure.
(C) Ownership.
(D) Permissions.
Answer: (","Which is the most possible answer?
(A) Jurisdiction.
(B) Disclosure.
(C) Ownership.
(D) Permissions.
Answer: (",33,"[32, 34, 35]"
 What type of media helps advertisers demonstrate the benefits of using a particular product and can bring life and energy to an advertiser's message?,Broadcast media.,Interactive media.,Print media.,Support media.,A,marketing," What type of media helps advertisers demonstrate the benefits of using a particular product and can bring life and energy to an advertiser's message?
(A) Broadcast media.
(B) Interactive media.
(C) Print media.
(D) Support media.
Answer: (","Which is the most possible answer?
(A) Broadcast media.
(B) Interactive media.
(C) Print media.
(D) Support media.
Answer: (",32,"[33, 34, 35]"
The process of keeping a running account of merchandise on hand is referred to as,perpetual inventory,economic order quantity,book inventory,physical inventory,A,marketing,"The process of keeping a running account of merchandise on hand is referred to as
(A) perpetual inventory
(B) economic order quantity
(C) book inventory
(D) physical inventory
Answer: (","Which is the most possible answer?
(A) perpetual inventory
(B) economic order quantity
(C) book inventory
(D) physical inventory
Answer: (",32,"[33, 34, 35]"
This is the sharing of meaning created through the transmission of information:,Communication.,Noise.,Transfer.,Understanding.,A,marketing,"This is the sharing of meaning created through the transmission of information:
(A) Communication.
(B) Noise.
(C) Transfer.
(D) Understanding.
Answer: (","Which is the most possible answer?
(A) Communication.
(B) Noise.
(C) Transfer.
(D) Understanding.
Answer: (",32,"[33, 34, 35]"
In relationship marketing firms focus on __________ relationships with __________.,Short-term; customers and stakeholders.,Long-term; customers and stakeholders.,Short-term; customers.,Long-term; customers.,B,marketing,"In relationship marketing firms focus on __________ relationships with __________.
(A) Short-term; customers and stakeholders.
(B) Long-term; customers and stakeholders.
(C) Short-term; customers.
(D) Long-term; customers.
Answer: (","Which is the most possible answer?
(A) Short-term; customers and stakeholders.
(B) Long-term; customers and stakeholders.
(C) Short-term; customers.
(D) Long-term; customers.
Answer: (",33,"[32, 34, 35]"
" Which of the following means placing your product or service in as many outlets or locations as possible, in order to maximize the opportunity for customers to find the good or service?",Exclusive distribution.,Intensive distribution.,Selective distribution.,Direct distribution.,B,marketing," Which of the following means placing your product or service in as many outlets or locations as possible, in order to maximize the opportunity for customers to find the good or service?
(A) Exclusive distribution.
(B) Intensive distribution.
(C) Selective distribution.
(D) Direct distribution.
Answer: (","Which is the most possible answer?
(A) Exclusive distribution.
(B) Intensive distribution.
(C) Selective distribution.
(D) Direct distribution.
Answer: (",33,"[32, 34, 35]"
 ______________ is used to determine whether one variable causes an effect in another variable. In order to determine causality experimental or longitudinal studies are needed.,Ethnographic study.,Consumer juries.,Causal research.,Focus-groups.,C,marketing," ______________ is used to determine whether one variable causes an effect in another variable. In order to determine causality experimental or longitudinal studies are needed.
(A) Ethnographic study.
(B) Consumer juries.
(C) Causal research.
(D) Focus-groups.
Answer: (","Which is the most possible answer?
(A) Ethnographic study.
(B) Consumer juries.
(C) Causal research.
(D) Focus-groups.
Answer: (",34,"[32, 33, 35]"
 A database of information that is maintained by human editors and lists websites by category and subcategory with categorization is known as:,A search directory.,Automated voice response (AVR).,Apps.,SEO.,A,marketing," A database of information that is maintained by human editors and lists websites by category and subcategory with categorization is known as:
(A) A search directory.
(B) Automated voice response (AVR).
(C) Apps.
(D) SEO.
Answer: (","Which is the most possible answer?
(A) A search directory.
(B) Automated voice response (AVR).
(C) Apps.
(D) SEO.
Answer: (",32,"[33, 34, 35]"
Services are characterized by five distinct characteristics. These are:,"Intangibility, value, variability, inseparability, and a lack of ownership.","Intangibility, value, variability, inseparability, and profitability.","Intangibility, perishability, variability, inseparability, and a lack of ownership.","Intangibility, value, variability, inseparability, and relationship.",C,marketing,"Services are characterized by five distinct characteristics. These are:
(A) Intangibility, value, variability, inseparability, and a lack of ownership.
(B) Intangibility, value, variability, inseparability, and profitability.
(C) Intangibility, perishability, variability, inseparability, and a lack of ownership.
(D) Intangibility, value, variability, inseparability, and relationship.
Answer: (","Which is the most possible answer?
(A) Intangibility, value, variability, inseparability, and a lack of ownership.
(B) Intangibility, value, variability, inseparability, and profitability.
(C) Intangibility, perishability, variability, inseparability, and a lack of ownership.
(D) Intangibility, value, variability, inseparability, and relationship.
Answer: (",34,"[32, 33, 35]"
A company sells its product at two different prices in two different locations. Which of the following types of research will be most effective in identifying the optimal price for the product if all other marketing factors are held constant?,Descriptive,Exploratory,Ethnographic,Causal,D,marketing,"A company sells its product at two different prices in two different locations. Which of the following types of research will be most effective in identifying the optimal price for the product if all other marketing factors are held constant?
(A) Descriptive
(B) Exploratory
(C) Ethnographic
(D) Causal
Answer: (","Which is the most possible answer?
(A) Descriptive
(B) Exploratory
(C) Ethnographic
(D) Causal
Answer: (",35,"[32, 33, 34]"
"Where the price is set low relative to the competition to gain market share, this strategy is known as:",Premium pricing.,Price skimming.,Economy pricing.,Penetration pricing.,D,marketing,"Where the price is set low relative to the competition to gain market share, this strategy is known as:
(A) Premium pricing.
(B) Price skimming.
(C) Economy pricing.
(D) Penetration pricing.
Answer: (","Which is the most possible answer?
(A) Premium pricing.
(B) Price skimming.
(C) Economy pricing.
(D) Penetration pricing.
Answer: (",35,"[32, 33, 34]"
 Which of the following is not the rationale for developing CSR initiatives?,Corporations have responsibilities going beyond the production of their offerings at a profit.,Corporations have a broader constituency of stakeholders than shareholders alone.,The impacts of corporations limit to only simple marketplace transactions.,"Corporations serve a wider range of human values, not captured solely by a focus on economic values.",C,marketing," Which of the following is not the rationale for developing CSR initiatives?
(A) Corporations have responsibilities going beyond the production of their offerings at a profit.
(B) Corporations have a broader constituency of stakeholders than shareholders alone.
(C) The impacts of corporations limit to only simple marketplace transactions.
(D) Corporations serve a wider range of human values, not captured solely by a focus on economic values.
Answer: (","Which is the most possible answer?
(A) Corporations have responsibilities going beyond the production of their offerings at a profit.
(B) Corporations have a broader constituency of stakeholders than shareholders alone.
(C) The impacts of corporations limit to only simple marketplace transactions.
(D) Corporations serve a wider range of human values, not captured solely by a focus on economic values.
Answer: (",34,"[32, 33, 35]"
This business-to-business pricing approach seeks to understand customers' needs before pricing the offering according to those needs in order to generate a long-term relationship. This is referred to as:,Geographical pricing.,Discount pricing.,Relationship pricing.,Value-in-use pricing.,C,marketing,"This business-to-business pricing approach seeks to understand customers' needs before pricing the offering according to those needs in order to generate a long-term relationship. This is referred to as:
(A) Geographical pricing.
(B) Discount pricing.
(C) Relationship pricing.
(D) Value-in-use pricing.
Answer: (","Which is the most possible answer?
(A) Geographical pricing.
(B) Discount pricing.
(C) Relationship pricing.
(D) Value-in-use pricing.
Answer: (",34,"[32, 33, 35]"
"This form of advert delivered on social platforms and social gaming websites and apps, across all device types is known as:",Mobile marketing.,Social media advertising.,Internet advertising.,E-marketing.,B,marketing,"This form of advert delivered on social platforms and social gaming websites and apps, across all device types is known as:
(A) Mobile marketing.
(B) Social media advertising.
(C) Internet advertising.
(D) E-marketing.
Answer: (","Which is the most possible answer?
(A) Mobile marketing.
(B) Social media advertising.
(C) Internet advertising.
(D) E-marketing.
Answer: (",33,"[32, 34, 35]"
 Secondary data has two important advantages over primary data. It is:,Capable of compensating for rapid environmental changes and technical improvements.,Always available and complete.,Seldom obsolete and usually fits the dimensions of your problem.,Generally cheaper to gather than primary data and takes less time to find.,D,marketing," Secondary data has two important advantages over primary data. It is:
(A) Capable of compensating for rapid environmental changes and technical improvements.
(B) Always available and complete.
(C) Seldom obsolete and usually fits the dimensions of your problem.
(D) Generally cheaper to gather than primary data and takes less time to find.
Answer: (","Which is the most possible answer?
(A) Capable of compensating for rapid environmental changes and technical improvements.
(B) Always available and complete.
(C) Seldom obsolete and usually fits the dimensions of your problem.
(D) Generally cheaper to gather than primary data and takes less time to find.
Answer: (",35,"[32, 33, 34]"
" Internet-based organizations designed to provide information to channel members, including end-users are referred to as:",Infomediaries.,Retailers.,Department stores.,Wholesalers.,A,marketing," Internet-based organizations designed to provide information to channel members, including end-users are referred to as:
(A) Infomediaries.
(B) Retailers.
(C) Department stores.
(D) Wholesalers.
Answer: (","Which is the most possible answer?
(A) Infomediaries.
(B) Retailers.
(C) Department stores.
(D) Wholesalers.
Answer: (",32,"[33, 34, 35]"
"In B2B contexts, ___________ occurs in large organizations where considerable internal dealing between different company divisions occurs, often across national boundaries.",Price gouging.,Transfer pricing.,Pay what you want pricing.,EVC pricing.,B,marketing,"In B2B contexts, ___________ occurs in large organizations where considerable internal dealing between different company divisions occurs, often across national boundaries.
(A) Price gouging.
(B) Transfer pricing.
(C) Pay what you want pricing.
(D) EVC pricing.
Answer: (","Which is the most possible answer?
(A) Price gouging.
(B) Transfer pricing.
(C) Pay what you want pricing.
(D) EVC pricing.
Answer: (",33,"[32, 34, 35]"
This is when a product or service is offered together with another typically complementary product or service:,Product pricing.,Price differentiation.,Pure price bundling.,Odd-Number pricing.,C,marketing,"This is when a product or service is offered together with another typically complementary product or service:
(A) Product pricing.
(B) Price differentiation.
(C) Pure price bundling.
(D) Odd-Number pricing.
Answer: (","Which is the most possible answer?
(A) Product pricing.
(B) Price differentiation.
(C) Pure price bundling.
(D) Odd-Number pricing.
Answer: (",34,"[32, 33, 35]"
 This is something that at some time in the future may destabilize and/or reduce the potential performance of the organization.,Strength.,Weakness.,Threat.,Opportunities.,C,marketing," This is something that at some time in the future may destabilize and/or reduce the potential performance of the organization.
(A) Strength.
(B) Weakness.
(C) Threat.
(D) Opportunities.
Answer: (","Which is the most possible answer?
(A) Strength.
(B) Weakness.
(C) Threat.
(D) Opportunities.
Answer: (",34,"[32, 33, 35]"
"When there are high levels of business failures and unemployment, the business cycle is said to be in which of the following phases?",Expansion,Peak,Recovery,Trough,D,marketing,"When there are high levels of business failures and unemployment, the business cycle is said to be in which of the following phases?
(A) Expansion
(B) Peak
(C) Recovery
(D) Trough
Answer: (","Which is the most possible answer?
(A) Expansion
(B) Peak
(C) Recovery
(D) Trough
Answer: (",35,"[32, 33, 34]"
"Many retail brands adopt a single umbrella brand, based on the name of the organization. This is referred to as:",Family branding.,Corporate brands.,Individual branding.,Manufacturer brand.,B,marketing,"Many retail brands adopt a single umbrella brand, based on the name of the organization. This is referred to as:
(A) Family branding.
(B) Corporate brands.
(C) Individual branding.
(D) Manufacturer brand.
Answer: (","Which is the most possible answer?
(A) Family branding.
(B) Corporate brands.
(C) Individual branding.
(D) Manufacturer brand.
Answer: (",33,"[32, 34, 35]"
 The importance and significance of customer experience to both individuals and society is referred to as:,Knowledge economy.,Service economy.,Experience economy.,Customer economy.,C,marketing," The importance and significance of customer experience to both individuals and society is referred to as:
(A) Knowledge economy.
(B) Service economy.
(C) Experience economy.
(D) Customer economy.
Answer: (","Which is the most possible answer?
(A) Knowledge economy.
(B) Service economy.
(C) Experience economy.
(D) Customer economy.
Answer: (",34,"[32, 33, 35]"
"________________reflect a purchaser's high level of involvement in the purchase decision. There is high perceived risk in these decisions so consumers spend a great deal of time, care, and energy searching, formulating, and making the final decision.",Durable goods.,Non-durable goods.,Convenience products.,Services.,A,marketing,"________________reflect a purchaser's high level of involvement in the purchase decision. There is high perceived risk in these decisions so consumers spend a great deal of time, care, and energy searching, formulating, and making the final decision.
(A) Durable goods.
(B) Non-durable goods.
(C) Convenience products.
(D) Services.
Answer: (","Which is the most possible answer?
(A) Durable goods.
(B) Non-durable goods.
(C) Convenience products.
(D) Services.
Answer: (",32,"[33, 34, 35]"
"____________ is a form of digital marketing that describes the use of the social web and social media (e.g. social networks, online communities, blogs or wikis) or any online collaborative technology for marketing activities, be it sales, public relations, research, distribution, or customer service.",Pay per click (PPC),Digital asset optimization (DAO),Social media marketing (SMM),Search engine optimization (SEO),C,marketing,"____________ is a form of digital marketing that describes the use of the social web and social media (e.g. social networks, online communities, blogs or wikis) or any online collaborative technology for marketing activities, be it sales, public relations, research, distribution, or customer service.
(A) Pay per click (PPC)
(B) Digital asset optimization (DAO)
(C) Social media marketing (SMM)
(D) Search engine optimization (SEO)
Answer: (","Which is the most possible answer?
(A) Pay per click (PPC)
(B) Digital asset optimization (DAO)
(C) Social media marketing (SMM)
(D) Search engine optimization (SEO)
Answer: (",34,"[32, 33, 35]"
Inelastic demand occurs when the,quantity demanded changes a great deal as prices fluctuate,quantity demanded barely changes with a change in price,change in quantity demanded is in the same proportion as the change in price,demand curve and the supply curve intersect at a given price point,B,marketing,"Inelastic demand occurs when the
(A) quantity demanded changes a great deal as prices fluctuate
(B) quantity demanded barely changes with a change in price
(C) change in quantity demanded is in the same proportion as the change in price
(D) demand curve and the supply curve intersect at a given price point
Answer: (","Which is the most possible answer?
(A) quantity demanded changes a great deal as prices fluctuate
(B) quantity demanded barely changes with a change in price
(C) change in quantity demanded is in the same proportion as the change in price
(D) demand curve and the supply curve intersect at a given price point
Answer: (",33,"[32, 34, 35]"
 A person who is in the position of attempting to satisfy their needs at the most basic level is operating at the level of Maslow's needs hierarchy called the need for:,Self-actualization.,Esteem.,Physiological needs.,Belongingness.,C,marketing," A person who is in the position of attempting to satisfy their needs at the most basic level is operating at the level of Maslow's needs hierarchy called the need for:
(A) Self-actualization.
(B) Esteem.
(C) Physiological needs.
(D) Belongingness.
Answer: (","Which is the most possible answer?
(A) Self-actualization.
(B) Esteem.
(C) Physiological needs.
(D) Belongingness.
Answer: (",34,"[32, 33, 35]"
" During the __________ stage of the adoption process, the innovation is tried for the first time. Sales promotions are often used as samples to allow individuals to test the product without any undue risk. Individuals accept or reject an innovation on the basis of their experience of the trial.",Knowledge.,Implementation.,Persuasion.,Decision.,B,marketing," During the __________ stage of the adoption process, the innovation is tried for the first time. Sales promotions are often used as samples to allow individuals to test the product without any undue risk. Individuals accept or reject an innovation on the basis of their experience of the trial.
(A) Knowledge.
(B) Implementation.
(C) Persuasion.
(D) Decision.
Answer: (","Which is the most possible answer?
(A) Knowledge.
(B) Implementation.
(C) Persuasion.
(D) Decision.
Answer: (",33,"[32, 34, 35]"
 Which technique is used to collect data that has been previously collected for a purpose other than the current research situation?,Primary research.,Secondary research.,Primary and secondary.,Primary and desk research.,B,marketing," Which technique is used to collect data that has been previously collected for a purpose other than the current research situation?
(A) Primary research.
(B) Secondary research.
(C) Primary and secondary.
(D) Primary and desk research.
Answer: (","Which is the most possible answer?
(A) Primary research.
(B) Secondary research.
(C) Primary and secondary.
(D) Primary and desk research.
Answer: (",33,"[32, 34, 35]"
