question,A,B,C,D,answer,category,clean,corrupted,correct_idx,incorrect_idx
What is urban yellow fever (YF)?,Part of a cycle of mosquitoes biting humans in cities,Part of a cycle of mosquitoes biting humans and monkeys in forested areas,A mutant of the YF virus,A YF species that has adapted to new mosquitoes,A,virology,"What is urban yellow fever (YF)?
(A) Part of a cycle of mosquitoes biting humans in cities
(B) Part of a cycle of mosquitoes biting humans and monkeys in forested areas
(C) A mutant of the YF virus
(D) A YF species that has adapted to new mosquitoes
Answer: (","Which is the most possible answer?
(A) Part of a cycle of mosquitoes biting humans in cities
(B) Part of a cycle of mosquitoes biting humans and monkeys in forested areas
(C) A mutant of the YF virus
(D) A YF species that has adapted to new mosquitoes
Answer: (",32,"[33, 34, 35]"
The current testing policy of the Centers for Disease Control and the World Health Organization is:,“Opt-in”,“Opt-out”,Mandatory testing of prisoners,Mandatory testing of high-risk groups,B,virology,"The current testing policy of the Centers for Disease Control and the World Health Organization is:
(A) “Opt-in”
(B) “Opt-out”
(C) Mandatory testing of prisoners
(D) Mandatory testing of high-risk groups
Answer: (","Which is the most possible answer?
(A) “Opt-in”
(B) “Opt-out”
(C) Mandatory testing of prisoners
(D) Mandatory testing of high-risk groups
Answer: (",33,"[32, 34, 35]"
Common cold viruses are ubiquitous and invade by which route?,Faecal oral route,Respiratory and surface route,Cuts in the skin,Sexual transmission,B,virology,"Common cold viruses are ubiquitous and invade by which route?
(A) Faecal oral route
(B) Respiratory and surface route
(C) Cuts in the skin
(D) Sexual transmission
Answer: (","Which is the most possible answer?
(A) Faecal oral route
(B) Respiratory and surface route
(C) Cuts in the skin
(D) Sexual transmission
Answer: (",33,"[32, 34, 35]"
Assembly is a vital late replication stage for a virus and is often accomplished by which of the following?,Use of cellular scaffolding in the nucleus and cytoplasm,Snatching cellular lipids and membranes,Master plan embedded in the viral genome,Random interactions between cellular and virus proteins,A,virology,"Assembly is a vital late replication stage for a virus and is often accomplished by which of the following?
(A) Use of cellular scaffolding in the nucleus and cytoplasm
(B) Snatching cellular lipids and membranes
(C) Master plan embedded in the viral genome
(D) Random interactions between cellular and virus proteins
Answer: (","Which is the most possible answer?
(A) Use of cellular scaffolding in the nucleus and cytoplasm
(B) Snatching cellular lipids and membranes
(C) Master plan embedded in the viral genome
(D) Random interactions between cellular and virus proteins
Answer: (",32,"[33, 34, 35]"
The biggest single determinant of HIV transmission to the infant is:,Mother’age,Mother’s viral load,Mother’s immune status,Father’s viral load,B,virology,"The biggest single determinant of HIV transmission to the infant is:
(A) Mother’age
(B) Mother’s viral load
(C) Mother’s immune status
(D) Father’s viral load
Answer: (","Which is the most possible answer?
(A) Mother’age
(B) Mother’s viral load
(C) Mother’s immune status
(D) Father’s viral load
Answer: (",33,"[32, 34, 35]"
What does the reproductive number of a virus tell us?,How virulent the infection will be,How many people will die,How many contacts will be infected from one case,How long the 'incubation period' will be,C,virology,"What does the reproductive number of a virus tell us?
(A) How virulent the infection will be
(B) How many people will die
(C) How many contacts will be infected from one case
(D) How long the 'incubation period' will be
Answer: (","Which is the most possible answer?
(A) How virulent the infection will be
(B) How many people will die
(C) How many contacts will be infected from one case
(D) How long the 'incubation period' will be
Answer: (",34,"[32, 33, 35]"
PreP is most effective for which group:,Men with frequent unprotected sex,Men with infrequent unprotected sex,Women with frequent unprotected sex,Women with infrequent unprotected sex,A,virology,"PreP is most effective for which group:
(A) Men with frequent unprotected sex
(B) Men with infrequent unprotected sex
(C) Women with frequent unprotected sex
(D) Women with infrequent unprotected sex
Answer: (","Which is the most possible answer?
(A) Men with frequent unprotected sex
(B) Men with infrequent unprotected sex
(C) Women with frequent unprotected sex
(D) Women with infrequent unprotected sex
Answer: (",32,"[33, 34, 35]"
A special feature of adaptive immunity is:,Speed of response to a foreign protein,Ability to distinguish self and non self,Ability to distinguish viruses and bacteria,Short memory,B,virology,"A special feature of adaptive immunity is:
(A) Speed of response to a foreign protein
(B) Ability to distinguish self and non self
(C) Ability to distinguish viruses and bacteria
(D) Short memory
Answer: (","Which is the most possible answer?
(A) Speed of response to a foreign protein
(B) Ability to distinguish self and non self
(C) Ability to distinguish viruses and bacteria
(D) Short memory
Answer: (",33,"[32, 34, 35]"
As regards the range of diseases caused by viruses:,Each member of the 'family' causes the same disease.,Members of many families can cause the same sort of disease.,Most virus disease are now controlled by vaccines.,Most viruses can cross placenta and be teratogenic.,B,virology,"As regards the range of diseases caused by viruses:
(A) Each member of the 'family' causes the same disease.
(B) Members of many families can cause the same sort of disease.
(C) Most virus disease are now controlled by vaccines.
(D) Most viruses can cross placenta and be teratogenic.
Answer: (","Which is the most possible answer?
(A) Each member of the 'family' causes the same disease.
(B) Members of many families can cause the same sort of disease.
(C) Most virus disease are now controlled by vaccines.
(D) Most viruses can cross placenta and be teratogenic.
Answer: (",33,"[32, 34, 35]"
Which is the exception in the following range of disease symptoms caused by bunyaviruses?,Pneumonias,Haemorrhagic fever,Hepatitis,Impaired renal function,D,virology,"Which is the exception in the following range of disease symptoms caused by bunyaviruses?
(A) Pneumonias
(B) Haemorrhagic fever
(C) Hepatitis
(D) Impaired renal function
Answer: (","Which is the most possible answer?
(A) Pneumonias
(B) Haemorrhagic fever
(C) Hepatitis
(D) Impaired renal function
Answer: (",35,"[32, 33, 34]"
There is no vaccine against HIV because of which of the following?,The virus is so antigenically variable,Such a vaccine would be too expensive,The virus can be controlled by a change in sexual habits,Latency can abrogate any vaccine effect,B,virology,"There is no vaccine against HIV because of which of the following?
(A) The virus is so antigenically variable
(B) Such a vaccine would be too expensive
(C) The virus can be controlled by a change in sexual habits
(D) Latency can abrogate any vaccine effect
Answer: (","Which is the most possible answer?
(A) The virus is so antigenically variable
(B) Such a vaccine would be too expensive
(C) The virus can be controlled by a change in sexual habits
(D) Latency can abrogate any vaccine effect
Answer: (",33,"[32, 34, 35]"
The requirements for an effective surveillance system include:,A diagnostic algorithm,Staff members,A sampling frame,All of the above,D,virology,"The requirements for an effective surveillance system include:
(A) A diagnostic algorithm
(B) Staff members
(C) A sampling frame
(D) All of the above
Answer: (","Which is the most possible answer?
(A) A diagnostic algorithm
(B) Staff members
(C) A sampling frame
(D) All of the above
Answer: (",35,"[32, 33, 34]"
MERS has four special characteristics and here we have one exception - which is it?,Spread by faecal oral route,Aerosol droplet transmission,Reservoir in bats,A conduit to humans via camels,C,virology,"MERS has four special characteristics and here we have one exception - which is it?
(A) Spread by faecal oral route
(B) Aerosol droplet transmission
(C) Reservoir in bats
(D) A conduit to humans via camels
Answer: (","Which is the most possible answer?
(A) Spread by faecal oral route
(B) Aerosol droplet transmission
(C) Reservoir in bats
(D) A conduit to humans via camels
Answer: (",34,"[32, 33, 35]"
The major beneficiary of Medicaid in the U.S. is:,Single men,The elderly,Women and children,Undocumented residents,C,virology,"The major beneficiary of Medicaid in the U.S. is:
(A) Single men
(B) The elderly
(C) Women and children
(D) Undocumented residents
Answer: (","Which is the most possible answer?
(A) Single men
(B) The elderly
(C) Women and children
(D) Undocumented residents
Answer: (",34,"[32, 33, 35]"
Which of the following is the most important for controlling disease caused by norovirus?,A norovirus vaccine,Attention to handwashing and hygiene,Quarantine,New antiviral drugs,B,virology,"Which of the following is the most important for controlling disease caused by norovirus?
(A) A norovirus vaccine
(B) Attention to handwashing and hygiene
(C) Quarantine
(D) New antiviral drugs
Answer: (","Which is the most possible answer?
(A) A norovirus vaccine
(B) Attention to handwashing and hygiene
(C) Quarantine
(D) New antiviral drugs
Answer: (",33,"[32, 34, 35]"
Why do vigorous CD8 cell responses in chronically infected HIV-positive individuals fail to eliminate the virus?,CTL exhaustion,Epitope escape,Suboptimal CTL,Absence of dendritic cells,B,virology,"Why do vigorous CD8 cell responses in chronically infected HIV-positive individuals fail to eliminate the virus?
(A) CTL exhaustion
(B) Epitope escape
(C) Suboptimal CTL
(D) Absence of dendritic cells
Answer: (","Which is the most possible answer?
(A) CTL exhaustion
(B) Epitope escape
(C) Suboptimal CTL
(D) Absence of dendritic cells
Answer: (",33,"[32, 34, 35]"
The most widespread and important retrovirus is HIV-1; which of the following is true?,Infecting only gay people,Infecting only males,Infecting every country in the world,Infecting only females,A,virology,"The most widespread and important retrovirus is HIV-1; which of the following is true?
(A) Infecting only gay people
(B) Infecting only males
(C) Infecting every country in the world
(D) Infecting only females
Answer: (","Which is the most possible answer?
(A) Infecting only gay people
(B) Infecting only males
(C) Infecting every country in the world
(D) Infecting only females
Answer: (",32,"[33, 34, 35]"
The first acquired immune cell to respond defensively to HIV infection is:,CD4+,CD8+,CD57,NK cells,B,virology,"The first acquired immune cell to respond defensively to HIV infection is:
(A) CD4+
(B) CD8+
(C) CD57
(D) NK cells
Answer: (","Which is the most possible answer?
(A) CD4+
(B) CD8+
(C) CD57
(D) NK cells
Answer: (",33,"[32, 34, 35]"
Which of the following is a special feature of the rabies vaccine?,The vaccine has not changed since the time of L. Pasteur,The original air dried spinal cord of infected rabbits was a killed vaccine,The vaccine still needs 16 doses given into the peritoneal cavity,The modern rabies vaccine is grown in human diploid cells from an aborted embryo,B,virology,"Which of the following is a special feature of the rabies vaccine?
(A) The vaccine has not changed since the time of L. Pasteur
(B) The original air dried spinal cord of infected rabbits was a killed vaccine
(C) The vaccine still needs 16 doses given into the peritoneal cavity
(D) The modern rabies vaccine is grown in human diploid cells from an aborted embryo
Answer: (","Which is the most possible answer?
(A) The vaccine has not changed since the time of L. Pasteur
(B) The original air dried spinal cord of infected rabbits was a killed vaccine
(C) The vaccine still needs 16 doses given into the peritoneal cavity
(D) The modern rabies vaccine is grown in human diploid cells from an aborted embryo
Answer: (",33,"[32, 34, 35]"
Most viral vaccines are produced by which of the following techniques?,Traditional cell culture,Molecular biology,Animal tissues in vitro,VLPs (virus like particles),B,virology,"Most viral vaccines are produced by which of the following techniques?
(A) Traditional cell culture
(B) Molecular biology
(C) Animal tissues in vitro
(D) VLPs (virus like particles)
Answer: (","Which is the most possible answer?
(A) Traditional cell culture
(B) Molecular biology
(C) Animal tissues in vitro
(D) VLPs (virus like particles)
Answer: (",33,"[32, 34, 35]"
The treatment of hepatitis C has been revolutionised most recently by which of the following?,The use of interferon,A new vaccine,Monoclonal antibodies,Direct-acting Antivirals such as daclatasvir and sofosbuvir,A,virology,"The treatment of hepatitis C has been revolutionised most recently by which of the following?
(A) The use of interferon
(B) A new vaccine
(C) Monoclonal antibodies
(D) Direct-acting Antivirals such as daclatasvir and sofosbuvir
Answer: (","Which is the most possible answer?
(A) The use of interferon
(B) A new vaccine
(C) Monoclonal antibodies
(D) Direct-acting Antivirals such as daclatasvir and sofosbuvir
Answer: (",32,"[33, 34, 35]"
Chikungunya has spread widely from Asia and Africa into the Caribbean in recent years. This has been mainly facilitated by:,Mutation in the virus allowing replication in the mosquito Aedes albopictus,Air Travel,Climate change,Poor mosquito control and the absence of DTT,A,virology,"Chikungunya has spread widely from Asia and Africa into the Caribbean in recent years. This has been mainly facilitated by:
(A) Mutation in the virus allowing replication in the mosquito Aedes albopictus
(B) Air Travel
(C) Climate change
(D) Poor mosquito control and the absence of DTT
Answer: (","Which is the most possible answer?
(A) Mutation in the virus allowing replication in the mosquito Aedes albopictus
(B) Air Travel
(C) Climate change
(D) Poor mosquito control and the absence of DTT
Answer: (",32,"[33, 34, 35]"
The successful anti-cancer HPV vaccine consists of:,Live virus attenuated by specific mutagenesis,Whole virus chemically inactivated vaccine,Self-assemble of virus L1 protein into VLP,Sub unit chemically inactivated vaccine,A,virology,"The successful anti-cancer HPV vaccine consists of:
(A) Live virus attenuated by specific mutagenesis
(B) Whole virus chemically inactivated vaccine
(C) Self-assemble of virus L1 protein into VLP
(D) Sub unit chemically inactivated vaccine
Answer: (","Which is the most possible answer?
(A) Live virus attenuated by specific mutagenesis
(B) Whole virus chemically inactivated vaccine
(C) Self-assemble of virus L1 protein into VLP
(D) Sub unit chemically inactivated vaccine
Answer: (",32,"[33, 34, 35]"
The rotavirus is an important cause of which of the following?,Respiratory infection in adults,Gastroenteritis in children,Diarrhoea and vomiting in adults,Cancer,B,virology,"The rotavirus is an important cause of which of the following?
(A) Respiratory infection in adults
(B) Gastroenteritis in children
(C) Diarrhoea and vomiting in adults
(D) Cancer
Answer: (","Which is the most possible answer?
(A) Respiratory infection in adults
(B) Gastroenteritis in children
(C) Diarrhoea and vomiting in adults
(D) Cancer
Answer: (",33,"[32, 34, 35]"
The surveillance testing strategy associated with the least selection bias is:,Compulsory,Unlinked anonymous,Voluntary anonymous,Voluntary confidential,A,virology,"The surveillance testing strategy associated with the least selection bias is:
(A) Compulsory
(B) Unlinked anonymous
(C) Voluntary anonymous
(D) Voluntary confidential
Answer: (","Which is the most possible answer?
(A) Compulsory
(B) Unlinked anonymous
(C) Voluntary anonymous
(D) Voluntary confidential
Answer: (",32,"[33, 34, 35]"
"In a medical class of 147 students, the distribution of scores on a biochemistry final examination has a mean equal to 67, a median equal to 76, a mode equal to 80, a standard deviation equal to 5.5, and a variance equal to 30.25. Three students were unable to take the test on the scheduled date and were given a different form of the exam 1 week later. Which parameter is most likely to be the least biased estimator of central tendency for this distribution of biochemistry test scores?",Mean,Median,Mode,Standard deviation,A,virology,"In a medical class of 147 students, the distribution of scores on a biochemistry final examination has a mean equal to 67, a median equal to 76, a mode equal to 80, a standard deviation equal to 5.5, and a variance equal to 30.25. Three students were unable to take the test on the scheduled date and were given a different form of the exam 1 week later. Which parameter is most likely to be the least biased estimator of central tendency for this distribution of biochemistry test scores?
(A) Mean
(B) Median
(C) Mode
(D) Standard deviation
Answer: (","Which is the most possible answer?
(A) Mean
(B) Median
(C) Mode
(D) Standard deviation
Answer: (",32,"[33, 34, 35]"
What disease do herpes viruses not cause?,Infantile paralysis,Encephalitis,Sexually transmitted disease,Cancer,A,virology,"What disease do herpes viruses not cause?
(A) Infantile paralysis
(B) Encephalitis
(C) Sexually transmitted disease
(D) Cancer
Answer: (","Which is the most possible answer?
(A) Infantile paralysis
(B) Encephalitis
(C) Sexually transmitted disease
(D) Cancer
Answer: (",32,"[33, 34, 35]"
The purpose of a double-blind or double-masked study is to:,Achieve comparability of treated and untreated subjects,Reduce the effects of sampling variation,Avoid observer and subject bias,Avoid observer bias and sampling variation,B,virology,"The purpose of a double-blind or double-masked study is to:
(A) Achieve comparability of treated and untreated subjects
(B) Reduce the effects of sampling variation
(C) Avoid observer and subject bias
(D) Avoid observer bias and sampling variation
Answer: (","Which is the most possible answer?
(A) Achieve comparability of treated and untreated subjects
(B) Reduce the effects of sampling variation
(C) Avoid observer and subject bias
(D) Avoid observer bias and sampling variation
Answer: (",33,"[32, 34, 35]"
Nipah is a zoonotic paramyxovirus; where did it originate?,Originating in pigs,Originating in bats,Coming from humans,Coming from horses,C,virology,"Nipah is a zoonotic paramyxovirus; where did it originate?
(A) Originating in pigs
(B) Originating in bats
(C) Coming from humans
(D) Coming from horses
Answer: (","Which is the most possible answer?
(A) Originating in pigs
(B) Originating in bats
(C) Coming from humans
(D) Coming from horses
Answer: (",34,"[32, 33, 35]"
What is the genome structure of the polyomavirus family?,Circular ds DNA with T antigen coding regions,Circular ssDNA,RNA genome with RT,Segmented RNA genome,C,virology,"What is the genome structure of the polyomavirus family?
(A) Circular ds DNA with T antigen coding regions
(B) Circular ssDNA
(C) RNA genome with RT
(D) Segmented RNA genome
Answer: (","Which is the most possible answer?
(A) Circular ds DNA with T antigen coding regions
(B) Circular ssDNA
(C) RNA genome with RT
(D) Segmented RNA genome
Answer: (",34,"[32, 33, 35]"
Interferons are very special defence mechanisms which operate by:,Binding to viruses,Binding to neighbouring cells,Producing a long lasting state of resistance,Inhibiting virus induced enzymes,B,virology,"Interferons are very special defence mechanisms which operate by:
(A) Binding to viruses
(B) Binding to neighbouring cells
(C) Producing a long lasting state of resistance
(D) Inhibiting virus induced enzymes
Answer: (","Which is the most possible answer?
(A) Binding to viruses
(B) Binding to neighbouring cells
(C) Producing a long lasting state of resistance
(D) Inhibiting virus induced enzymes
Answer: (",33,"[32, 34, 35]"
Genetic characteristics of the bunyavirus family include which one of the following?,Three segmented negative stranded RNA viruses with anti-sense expression,Highly mutable RNA viruses,Emerging viruses via arthropod vector,Use an RT enzyme,A,virology,"Genetic characteristics of the bunyavirus family include which one of the following?
(A) Three segmented negative stranded RNA viruses with anti-sense expression
(B) Highly mutable RNA viruses
(C) Emerging viruses via arthropod vector
(D) Use an RT enzyme
Answer: (","Which is the most possible answer?
(A) Three segmented negative stranded RNA viruses with anti-sense expression
(B) Highly mutable RNA viruses
(C) Emerging viruses via arthropod vector
(D) Use an RT enzyme
Answer: (",32,"[33, 34, 35]"
"The basic code of ethical research (respect for persons, beneficence, and justice) was first established by the:",Nuremberg Code,Declaration of Helsinki,CIOMS,Belmont Report,D,virology,"The basic code of ethical research (respect for persons, beneficence, and justice) was first established by the:
(A) Nuremberg Code
(B) Declaration of Helsinki
(C) CIOMS
(D) Belmont Report
Answer: (","Which is the most possible answer?
(A) Nuremberg Code
(B) Declaration of Helsinki
(C) CIOMS
(D) Belmont Report
Answer: (",35,"[32, 33, 34]"
The paramyxovirus family employ what strategy at virus entry?,Initiate a fusion 'from without' using virus F protein,Has fusion from within a cytoplasmic vacuole at low pH,Viruses can puncture plasma membranes at entry,A fusion mediated by M protein,D,virology,"The paramyxovirus family employ what strategy at virus entry?
(A) Initiate a fusion 'from without' using virus F protein
(B) Has fusion from within a cytoplasmic vacuole at low pH
(C) Viruses can puncture plasma membranes at entry
(D) A fusion mediated by M protein
Answer: (","Which is the most possible answer?
(A) Initiate a fusion 'from without' using virus F protein
(B) Has fusion from within a cytoplasmic vacuole at low pH
(C) Viruses can puncture plasma membranes at entry
(D) A fusion mediated by M protein
Answer: (",35,"[32, 33, 34]"
The risk of acquiring HIV from a unit of blood in the United States is now:,"1/10,000 units","1/200,000 units","1/500,000 unit",1 per 2 million units,D,virology,"The risk of acquiring HIV from a unit of blood in the United States is now:
(A) 1/10,000 units
(B) 1/200,000 units
(C) 1/500,000 unit
(D) 1 per 2 million units
Answer: (","Which is the most possible answer?
(A) 1/10,000 units
(B) 1/200,000 units
(C) 1/500,000 unit
(D) 1 per 2 million units
Answer: (",35,"[32, 33, 34]"
What is the essential pathology of astroviruses?,Very restricted replication in the gut,Can cause infection of the central nervous system,Sequence diversity allows widespread replication,Can cause infection in the upper respiratory tract,A,virology,"What is the essential pathology of astroviruses?
(A) Very restricted replication in the gut
(B) Can cause infection of the central nervous system
(C) Sequence diversity allows widespread replication
(D) Can cause infection in the upper respiratory tract
Answer: (","Which is the most possible answer?
(A) Very restricted replication in the gut
(B) Can cause infection of the central nervous system
(C) Sequence diversity allows widespread replication
(D) Can cause infection in the upper respiratory tract
Answer: (",32,"[33, 34, 35]"
Which of the following are goals of vaccination?,Prevent infection,Prevent disease,Prevent transmission,All of the above,D,virology,"Which of the following are goals of vaccination?
(A) Prevent infection
(B) Prevent disease
(C) Prevent transmission
(D) All of the above
Answer: (","Which is the most possible answer?
(A) Prevent infection
(B) Prevent disease
(C) Prevent transmission
(D) All of the above
Answer: (",35,"[32, 33, 34]"
Randomization of study subjects in a clinical trial is most helpful for controlling for which of the following?,Placebo effect,Recall bias,Non-compliance,Effect modification (interaction),A,virology,"Randomization of study subjects in a clinical trial is most helpful for controlling for which of the following?
(A) Placebo effect
(B) Recall bias
(C) Non-compliance
(D) Effect modification (interaction)
Answer: (","Which is the most possible answer?
(A) Placebo effect
(B) Recall bias
(C) Non-compliance
(D) Effect modification (interaction)
Answer: (",32,"[33, 34, 35]"
A quasi species virus such as influenza and HIV has which of the following characteristics?,A fragmented or segmented genome,Co-existence of innumerable genetic variants,Possesses RNA and DNA,A very large genome,B,virology,"A quasi species virus such as influenza and HIV has which of the following characteristics?
(A) A fragmented or segmented genome
(B) Co-existence of innumerable genetic variants
(C) Possesses RNA and DNA
(D) A very large genome
Answer: (","Which is the most possible answer?
(A) A fragmented or segmented genome
(B) Co-existence of innumerable genetic variants
(C) Possesses RNA and DNA
(D) A very large genome
Answer: (",33,"[32, 34, 35]"
Positive stranded RNA viruses have which of the following characteristics?,Their genome RNA can be translated directly as mRNA,They have to transcribe their genome RNA to a mirror image copy as a mRNA,This genome is circular,Their RNA genome is segmented,A,virology,"Positive stranded RNA viruses have which of the following characteristics?
(A) Their genome RNA can be translated directly as mRNA
(B) They have to transcribe their genome RNA to a mirror image copy as a mRNA
(C) This genome is circular
(D) Their RNA genome is segmented
Answer: (","Which is the most possible answer?
(A) Their genome RNA can be translated directly as mRNA
(B) They have to transcribe their genome RNA to a mirror image copy as a mRNA
(C) This genome is circular
(D) Their RNA genome is segmented
Answer: (",32,"[33, 34, 35]"
What is the genetic structure of rotavirus?,Circular DNA containing virus,RNA virus with RT,ds RNA virus,ds RNA virus in segments,B,virology,"What is the genetic structure of rotavirus?
(A) Circular DNA containing virus
(B) RNA virus with RT
(C) ds RNA virus
(D) ds RNA virus in segments
Answer: (","Which is the most possible answer?
(A) Circular DNA containing virus
(B) RNA virus with RT
(C) ds RNA virus
(D) ds RNA virus in segments
Answer: (",33,"[32, 34, 35]"
Are/were viruses:,The most abundant form of life on earth?,Discovered before bacteria?,Grown in animals in the laboratory?,The cause of all human disease?,A,virology,"Are/were viruses:
(A) The most abundant form of life on earth?
(B) Discovered before bacteria?
(C) Grown in animals in the laboratory?
(D) The cause of all human disease?
Answer: (","Which is the most possible answer?
(A) The most abundant form of life on earth?
(B) Discovered before bacteria?
(C) Grown in animals in the laboratory?
(D) The cause of all human disease?
Answer: (",32,"[33, 34, 35]"
It is unlikely that a 'cure' of HIV is possible with current drugs because:,Even in combination current drugs do not completely block viral replication,They do not penetrate to cells,They cannot block viral transcription from integrated viral DNA,They cannot penetrate to the CNS,B,virology,"It is unlikely that a 'cure' of HIV is possible with current drugs because:
(A) Even in combination current drugs do not completely block viral replication
(B) They do not penetrate to cells
(C) They cannot block viral transcription from integrated viral DNA
(D) They cannot penetrate to the CNS
Answer: (","Which is the most possible answer?
(A) Even in combination current drugs do not completely block viral replication
(B) They do not penetrate to cells
(C) They cannot block viral transcription from integrated viral DNA
(D) They cannot penetrate to the CNS
Answer: (",33,"[32, 34, 35]"
Which viruses appear to be hypermutable?,DNA viruses,'Emerging' viruses,Influenza and HIV,RNA viruses,D,virology,"Which viruses appear to be hypermutable?
(A) DNA viruses
(B) 'Emerging' viruses
(C) Influenza and HIV
(D) RNA viruses
Answer: (","Which is the most possible answer?
(A) DNA viruses
(B) 'Emerging' viruses
(C) Influenza and HIV
(D) RNA viruses
Answer: (",35,"[32, 33, 34]"
How are herpes infections controlled?,Chemotherapy,Vaccines,Hygiene and social distancing,No method,A,virology,"How are herpes infections controlled?
(A) Chemotherapy
(B) Vaccines
(C) Hygiene and social distancing
(D) No method
Answer: (","Which is the most possible answer?
(A) Chemotherapy
(B) Vaccines
(C) Hygiene and social distancing
(D) No method
Answer: (",32,"[33, 34, 35]"
"A new drug with in vitro activity against HIV is tested on a population of patients with Western-blot confirmed HIV infections. Out of the 200 individuals in the patient population, 100 are chosen by lottery to receive the drug. The drug, which is tasteless, is administered in a cup of orange juice; the other patients receive pure orange juice. Neither the nurses, doctors, nor the patients know which patients receive the drug. At the end of the study period, the number of CD4+ T cells is determined for all of the subjects. This is an example of a",Case-control study,Case report,Cohort study,Cross-sectional study,A,virology,"A new drug with in vitro activity against HIV is tested on a population of patients with Western-blot confirmed HIV infections. Out of the 200 individuals in the patient population, 100 are chosen by lottery to receive the drug. The drug, which is tasteless, is administered in a cup of orange juice; the other patients receive pure orange juice. Neither the nurses, doctors, nor the patients know which patients receive the drug. At the end of the study period, the number of CD4+ T cells is determined for all of the subjects. This is an example of a
(A) Case-control study
(B) Case report
(C) Cohort study
(D) Cross-sectional study
Answer: (","Which is the most possible answer?
(A) Case-control study
(B) Case report
(C) Cohort study
(D) Cross-sectional study
Answer: (",32,"[33, 34, 35]"
What is the most successful and most widely used 'travel' vaccine for international visitors?,Influenza,MMR,Yellow Fever,Rabies,B,virology,"What is the most successful and most widely used 'travel' vaccine for international visitors?
(A) Influenza
(B) MMR
(C) Yellow Fever
(D) Rabies
Answer: (","Which is the most possible answer?
(A) Influenza
(B) MMR
(C) Yellow Fever
(D) Rabies
Answer: (",33,"[32, 34, 35]"
What is a virus pandemic?,A sharp and rapid epidemic involving more than one country,An outbreak which recurs again and again,A rapid global outbreak starting from a single focus,A characteristic of common cold virus and HIV,C,virology,"What is a virus pandemic?
(A) A sharp and rapid epidemic involving more than one country
(B) An outbreak which recurs again and again
(C) A rapid global outbreak starting from a single focus
(D) A characteristic of common cold virus and HIV
Answer: (","Which is the most possible answer?
(A) A sharp and rapid epidemic involving more than one country
(B) An outbreak which recurs again and again
(C) A rapid global outbreak starting from a single focus
(D) A characteristic of common cold virus and HIV
Answer: (",34,"[32, 33, 35]"
Benefits of opioid replacement therapy as an approach for HIV prevention include:,Reducing craving for and use of illicit opioids,More sharing of injecting paraphernalia,Reducing frequency of injection drug use,Both a and c,D,virology,"Benefits of opioid replacement therapy as an approach for HIV prevention include:
(A) Reducing craving for and use of illicit opioids
(B) More sharing of injecting paraphernalia
(C) Reducing frequency of injection drug use
(D) Both a and c
Answer: (","Which is the most possible answer?
(A) Reducing craving for and use of illicit opioids
(B) More sharing of injecting paraphernalia
(C) Reducing frequency of injection drug use
(D) Both a and c
Answer: (",35,"[32, 33, 34]"
Papilloma viruses are characterised by what genetic feature?,A genome of ds circular DNA encoding around 8 ORF,A virus with RT able to integrate and cause cancer,A variable ds RNA virus,A large DNA containing virus,A,virology,"Papilloma viruses are characterised by what genetic feature?
(A) A genome of ds circular DNA encoding around 8 ORF
(B) A virus with RT able to integrate and cause cancer
(C) A variable ds RNA virus
(D) A large DNA containing virus
Answer: (","Which is the most possible answer?
(A) A genome of ds circular DNA encoding around 8 ORF
(B) A virus with RT able to integrate and cause cancer
(C) A variable ds RNA virus
(D) A large DNA containing virus
Answer: (",32,"[33, 34, 35]"
